zpid,latest_salemonth,latest_saleyear
29404089,8,2020
29408088,3,2019
29404087,7,2018
29410085,3,2019
29398584,7,2020
29400152,10,2020
29410078,6,2019
29404078,2,2018
29410074,6,2020
29398574,5,2018
29398573,11,2020
29404072,11,2020
29398572,2,2018
29411071,6,2020
29402569,12,2019
29407568,8,2020
29407567,11,2020
29402565,7,2019
68519564,10,2018
29404064,9,2018
305431063,3,2020
29404062,9,2019
69804561,3,2019
29411059,6,2019
29408558,3,2018
29411057,9,2018
29408557,5,2020
29399782,10,2020
29410055,8,2018
29407554,10,2020
29399980,7,2020
29408552,9,2020
29407549,4,2019
29400049,7,2020
29398546,9,2020
29408045,2,2020
29407479,8,2020
29407543,10,2019
144255041,6,2019
29408041,1,2019
29408039,8,2019
29402536,7,2019
29407978,11,2019
29402533,5,2018
29407532,6,2018
29408031,4,2018
29399952,10,2019
29407529,9,2020
29400027,4,2018
29401025,5,2020
29400024,3,2018
29404023,8,2020
29411022,4,2020
29408522,4,2019
29411021,3,2018
29404112,12,2020
29407518,8,2019
29411016,4,2020
29408515,8,2020
29408015,9,2018
29407515,6,2020
29401015,5,2018
29400015,10,2020
29405736,6,2019
29408508,10,2020
29404006,7,2019
29400006,10,2020
29408004,5,2019
29404004,10,2018
29400004,2,2019
29408503,5,2020
29402503,4,2020
29398503,5,2019
29404280,12,2020
29407500,5,2020
29400000,6,2020
29419782,12,2020
29414968,7,2020
124719459,7,2019
241931955,11,2018
29419455,8,2018
29413455,10,2019
29413453,9,2020
29414451,7,2020
29417449,11,2018
29418947,4,2018
29419446,3,2020
29417445,10,2018
29415444,6,2018
29418433,5,2020
29414433,11,2020
29414431,12,2019
29416430,3,2018
29411928,6,2019
2077373426,12,2020
125914926,4,2018
29418426,1,2019
29411926,2,2018
119623925,5,2018
29414425,11,2019
29418422,9,2018
29414421,3,2018
124838920,3,2020
29411918,1,2021
29411792,12,2020
29418413,6,2018
29418412,5,2019
29414410,4,2018
249911499,7,2019
29417408,7,2019
29413407,3,2019
29415403,8,2019
29413403,6,2018
29417402,5,2020
29417498,4,2018
29410901,5,2019
29415397,7,2020
125929896,7,2020
125805892,11,2018
29411891,8,2018
29411889,4,2019
125806885,2,2018
29415381,11,2018
29419378,1,2020
29417377,7,2019
29417376,10,2020
29415373,7,2018
145652869,5,2020
29415368,4,2019
29417365,9,2020
29411865,12,2019
29417496,7,2019
29417353,8,2019
124838852,3,2018
125902851,6,2019
29417351,2,2018
29414990,1,2019
29412490,7,2018
94642844,9,2019
29413488,4,2019
29415339,4,2018
29415337,7,2019
29417336,8,2018
125804485,12,2019
29415332,5,2019
29413332,11,2020
29411832,12,2020
29413331,8,2018
29411830,12,2020
94642829,8,2018
29411828,7,2020
29419327,9,2018
29413325,7,2020
29413324,5,2018
29419323,7,2018
29411819,5,2018
29411814,11,2020
29417313,6,2020
2077925812,11,2020
29415310,6,2018
29417307,7,2019
29419303,8,2019
29413301,11,2020
29411799,12,2018
124842294,9,2019
29411793,4,2018
29419277,12,2019
29420775,12,2018
29420769,2,2020
111969256,4,2019
29415254,3,2020
29413409,10,2020
29420745,11,2020
29409244,6,2020
29415342,6,2018
29417243,4,2018
145658742,7,2020
29420742,3,2018
145658739,9,2019
124838225,4,2018
119628719,2,2020
29413714,7,2020
29417211,5,2018
29418210,11,2020
29420706,12,2019
29420703,7,2019
29418203,8,2018
29418194,11,2019
29413693,5,2019
29412688,5,2018
125904686,2,2020
29413686,6,2019
29419183,12,2020
241935674,12,2020
29413668,4,2019
29415166,12,2020
29416665,12,2019
29415164,11,2019
29420658,9,2020
29416658,12,2020
29413658,7,2019
251032156,7,2020
29416655,3,2018
125915654,9,2018
29420653,8,2019
29419152,8,2020
125890150,7,2020
29420650,5,2018
29417147,11,2018
29417146,8,2019
29415143,5,2019
29412643,9,2018
241935636,7,2020
29415135,12,2020
29419134,9,2020
29412634,7,2019
29420633,7,2020
29416632,11,2020
29415131,3,2018
29412629,6,2019
64692625,8,2018
29420618,6,2019
29420617,9,2018
29416616,12,2018
241931115,5,2020
29409232,7,2019
29419115,4,2018
124837612,5,2020
29416612,6,2018
29415110,10,2018
29412609,5,2020
29416606,12,2018
119616100,4,2020
29416593,9,2019
2094101591,2,2018
29412591,12,2020
29413588,2,2018
2079419087,8,2020
29416584,11,2020
29417583,6,2019
29413579,4,2020
29416578,10,2019
29416577,9,2020
29415077,11,2020
29412482,4,2018
29418945,12,2018
29419406,3,2019
29416569,4,2018
29419065,5,2020
29419061,4,2019
124840559,4,2018
29413555,4,2018
29416552,12,2020
29419550,6,2019
29416657,12,2020
29419048,9,2018
29417545,8,2018
29417541,7,2019
29417539,3,2018
29413537,6,2019
125916951,9,2019
29417536,6,2020
29412536,8,2018
125792535,3,2020
29416535,7,2020
29412535,2,2020
119626532,2,2018
29415119,5,2020
29412529,7,2019
29413528,2,2019
241931973,11,2018
125916026,9,2018
29415026,2,2020
29413525,5,2019
124843524,9,2020
29413523,3,2020
29415016,5,2019
29417514,3,2018
29412523,12,2020
29416512,2,2020
29413510,11,2018
29417507,5,2018
145654471,12,2020
29413506,5,2018
29417505,6,2020
29414505,12,2019
29415325,12,2019
29415002,6,2019
29419470,10,2018
29512178,1,2021
29510071,9,2020
70332641,11,2019
70332640,5,2018
89548865,7,2020
29510134,2,2020
70332625,2,2019
29511357,8,2020
29509857,7,2018
119627493,5,2019
29509856,8,2019
60138993,12,2018
64484620,10,2020
29509853,9,2018
29514488,3,2019
29510117,11,2019
58317423,1,2020
29509840,10,2019
29510110,6,2019
70335421,9,2019
114405838,2,2020
64452104,5,2019
89545831,8,2018
70335417,2,2019
64861086,7,2020
110538825,5,2019
60135574,6,2018
29509823,4,2019
58317413,7,2020
89551321,7,2018
64747407,8,2018
60135570,5,2020
2129758320,1,2020
83821403,8,2019
29509819,8,2019
29510064,1,2021
89545902,9,2018
29506788,6,2019
70332563,8,2019
58317402,8,2019
70332558,5,2020
70335400,11,2018
120897265,6,2020
70332555,11,2020
62608399,8,2020
89545765,6,2019
89545898,3,2020
89552260,2,2020
29510047,5,2018
83126490,1,2020
58317386,12,2018
89549754,8,2018
70332543,10,2019
70335380,8,2018
70332540,7,2019
89549933,9,2020
62608377,10,2020
29506742,12,2018
29510039,9,2020
62608376,8,2020
110538874,4,2018
29514345,4,2018
89549217,5,2019
29510036,11,2019
58317374,11,2019
89546217,8,2019
29510032,7,2019
89549711,5,2020
62608372,11,2019
64543077,8,2019
89550710,12,2018
70332524,7,2018
119616859,9,2020
110538838,1,2018
29509706,7,2019
70335354,7,2020
70335352,8,2018
94643202,9,2020
29509701,11,2019
70332520,5,2019
2078945325,7,2020
64642019,6,2019
119619848,1,2020
80093848,3,2019
70332518,12,2019
94643192,11,2020
89549813,5,2019
62576847,2,2019
64639018,11,2020
58317308,2,2018
89550188,9,2018
70332517,9,2020
29514304,1,2020
29510017,2,2020
29514302,9,2019
70332515,10,2020
70335331,1,2019
29509682,4,2018
70335330,5,2020
58317294,5,2018
58317330,10,2019
119628329,2,2020
29514273,10,2018
70335763,5,2019
29513324,7,2018
29514259,1,2019
29509672,7,2018
29514258,10,2020
70346322,6,2018
29509663,9,2019
29513256,8,2018
29513322,10,2020
94643162,4,2018
29513249,5,2020
70346316,12,2018
29513309,5,2018
119627157,4,2018
89548742,8,2018
70346307,1,2021
94643155,5,2018
110538854,2,2020
94643152,12,2020
64436804,8,2018
29509648,8,2018
58317222,12,2020
119617644,3,2020
29513304,6,2019
58317217,8,2018
89548303,5,2019
80091295,1,2019
58317213,3,2020
29514292,11,2019
111373199,7,2019
58317198,8,2018
89550697,9,2018
79981115,11,2019
29513290,10,2019
58316612,10,2020
70346285,7,2020
89549485,8,2019
89546598,4,2018
2098719189,3,2018
119621596,2,2020
29514186,9,2020
29509594,11,2020
70335280,7,2020
58317184,8,2019
29509588,10,2020
70346279,5,2019
58317181,9,2020
83815578,7,2020
29514277,10,2020
2108953678,11,2019
70332776,12,2018
119628565,6,2019
29514276,3,2020
89546555,12,2018
58317176,8,2020
89546050,8,2018
249911674,8,2019
64894268,3,2019
89548173,3,2018
70332765,11,2018
58317166,1,2019
70332764,12,2018
29513264,3,2020
111372039,5,2018
58317155,10,2020
70332758,6,2018
58317252,3,2018
29514155,11,2020
29509982,5,2019
70332751,10,2019
29514148,1,2019
29513247,12,2018
58317145,4,2019
29509519,5,2020
29514134,9,2018
29513246,7,2019
58317133,7,2019
29513245,10,2019
29513130,2,2019
70332742,10,2020
29509981,3,2020
29512130,8,2019
29514241,10,2019
29513241,7,2019
29512127,1,2019
58317117,1,2019
29494172,11,2020
58187235,3,2019
80100607,6,2019
64458733,3,2019
63838808,6,2020
29513090,1,2020
29513232,2,2019
58317087,11,2018
70332730,8,2020
29513240,12,2020
80105226,5,2020
64893224,8,2019
29514224,2,2019
29514070,8,2020
70332723,5,2019
70332721,9,2019
2122955062,9,2020
29513216,7,2019
58317058,2,2020
29514207,10,2019
63839037,9,2019
29514202,2,2020
63839030,4,2018
83126510,12,2020
119623199,7,2018
29513188,5,2019
83827684,3,2019
64709182,4,2019
29513174,12,2018
29513167,8,2019
119626146,3,2018
70343688,12,2020
80099627,7,2020
60135627,5,2018
64428565,8,2020
60135620,11,2020
80095612,5,2018
60135610,5,2019
60135606,3,2018
70335596,8,2018
64821087,3,2018
89546071,3,2018
119615062,5,2019
64744561,11,2019
64551560,10,2018
70335552,2,2018
70335529,12,2018
89549526,12,2020
64795014,1,2020
64778008,7,2020
29506662,7,2020
145656158,10,2019
29499158,5,2020
58316656,3,2019
29499153,5,2018
58316648,6,2018
63838646,10,2019
29504146,6,2019
89545628,5,2019
63838627,2,2020
29504127,8,2018
63838623,6,2020
29499122,6,2018
29499118,5,2019
63838615,11,2019
63838613,3,2020
29499112,6,2020
63838609,5,2019
29504108,2,2019
29499108,8,2019
58316607,12,2019
29506602,2,2020
58316601,9,2018
29499098,8,2019
29506596,10,2019
63838595,5,2019
63228592,1,2018
29506592,12,2020
63228576,10,2019
63228572,4,2018
58316572,5,2019
29504072,11,2020
29504071,9,2020
63838570,12,2019
63838569,12,2019
63228565,7,2020
70357520,1,2020
29501061,4,2019
64855504,2,2020
29506558,6,2020
249890052,6,2020
63838550,5,2018
29504041,9,2019
63838537,11,2020
63528036,3,2020
63838532,9,2018
29504016,11,2019
29504009,6,2019
29504007,4,2019
63722506,4,2018
29483461,10,2019
29483956,6,2019
29491495,5,2018
29478955,10,2018
29483954,3,2019
29486453,3,2018
29483953,11,2018
29490952,12,2019
29484452,12,2018
29491450,3,2020
29486450,11,2018
29483450,11,2018
29481449,5,2020
29490447,7,2019
29484446,4,2019
29478946,11,2019
29483445,4,2019
29486443,3,2019
29484443,9,2018
29483943,10,2020
29490942,10,2020
29486942,6,2020
29484442,9,2019
29490440,4,2019
29486440,3,2020
29487439,12,2019
29490938,11,2020
29481438,6,2019
29491435,12,2019
29483935,6,2018
29487434,7,2019
29491433,6,2019
29484433,4,2020
29483433,12,2018
29487432,6,2020
29483932,7,2018
29484431,11,2019
29481429,7,2018
29486927,10,2019
29484426,8,2019
29491425,11,2018
29487425,6,2018
29484425,9,2020
29486424,3,2020
29484424,2,2020
29483424,6,2020
29483921,8,2020
124836918,3,2018
29491417,12,2018
29491416,3,2020
29486916,6,2018
29483415,3,2020
249889914,3,2020
29487414,9,2019
251029152,11,2020
29486413,10,2020
145658645,9,2020
29491412,8,2020
29490911,7,2020
119617642,6,2020
29484411,7,2020
29490410,8,2018
29506131,6,2018
2088004628,8,2019
29490409,6,2019
80107624,6,2018
29486907,8,2019
70343624,11,2018
29512124,9,2020
29491406,3,2020
119618122,7,2018
29487403,3,2018
119630620,11,2020
29491401,2,2020
29512119,6,2018
29490401,6,2018
29483401,4,2020
29512118,6,2019
29512116,3,2019
29490899,3,2018
29506115,4,2018
70343614,7,2018
29483897,7,2018
2099696613,2,2020
29506113,12,2020
29491392,6,2020
29509111,11,2020
29481392,4,2018
70343607,12,2019
64771607,2,2019
29481389,3,2019
70343606,3,2020
29483386,6,2019
119557605,7,2020
29491384,12,2019
29511103,2,2019
29490884,5,2019
83828102,2,2020
29483884,10,2018
29514102,3,2019
29509101,10,2019
29490883,8,2019
2095002600,12,2019
29487383,12,2019
29514099,2,2018
29490382,10,2020
29509099,8,2020
29484381,5,2019
119622097,10,2020
29490878,11,2018
29511096,2,2020
29490378,9,2020
29509096,3,2019
29483378,8,2018
29506095,2,2019
29490373,8,2018
83817094,12,2018
29486873,7,2019
251032093,2,2020
29483873,7,2020
29506093,4,2019
29491371,6,2020
241930591,8,2020
29487371,10,2018
29484371,12,2020
29509088,8,2019
29508587,5,2020
29514086,9,2018
29484370,1,2018
29509083,4,2019
29478868,3,2020
29511081,3,2018
29514079,7,2020
29491367,3,2020
29483867,4,2018
29514076,8,2020
29486866,9,2020
58316574,8,2020
29486852,3,2019
58316071,6,2019
29483851,2,2018
29491350,3,2020
58316069,11,2020
29484350,11,2018
58316068,8,2018
29481350,2,2020
29483987,7,2020
29508567,1,2019
29484343,6,2019
58316066,5,2020
29514066,7,2019
29481341,4,2019
2094959562,3,2018
29483840,8,2018
29513061,7,2019
29506061,4,2018
29491338,5,2020
2082517560,11,2019
83827060,6,2019
29491336,8,2019
29483834,3,2019
29511050,12,2020
251031046,6,2020
29481333,6,2020
29486830,8,2018
124840543,12,2020
29486828,7,2020
29484328,11,2019
58317042,5,2019
29487325,5,2019
29484325,10,2019
29508542,6,2020
29483825,9,2020
29514041,9,2018
29491324,6,2020
29480823,3,2020
2077844040,11,2020
80101535,12,2018
29508532,1,2018
29481316,3,2020
29509031,3,2020
29490315,7,2020
29508531,12,2020
29491308,11,2018
29509030,9,2018
29486986,11,2018
29514029,7,2020
29511028,6,2019
29486800,4,2020
29508528,5,2019
29490299,5,2020
29514026,3,2018
29483297,6,2018
29508526,8,2018
29484295,7,2018
29506026,6,2020
251027794,12,2020
29483794,5,2019
89552525,2,2019
29480794,8,2019
29513025,11,2018
29486793,8,2019
29484293,5,2018
2090413022,10,2018
29483793,3,2019
29486792,3,2018
305427021,4,2020
29479291,9,2019
29506521,3,2020
29484289,9,2019
63839020,5,2020
29506519,11,2019
29481286,8,2020
29511017,4,2020
29490278,3,2020
29483776,11,2019
251029514,5,2019
29483273,7,2018
63839014,12,2019
29484270,7,2018
29491767,5,2019
29483764,8,2018
2087494510,4,2019
29491263,3,2018
29486761,10,2020
29483760,10,2019
29491759,11,2018
29511008,4,2019
29480983,10,2018
63839007,3,2020
29491255,4,2020
70357505,6,2020
29484255,8,2018
63839005,5,2018
29509504,5,2020
70357502,10,2019
29481252,10,2020
29511000,10,2020
29508500,3,2018
29481742,4,2020
29486737,11,2018
29486733,4,2019
29483732,7,2018
29483225,4,2018
29481225,6,2018
29481223,12,2019
29484221,6,2018
29481719,2,2019
29479218,8,2018
29491717,9,2019
29481216,4,2019
29491215,11,2019
58315497,7,2018
29487444,12,2019
58315491,8,2018
29491714,8,2020
64580439,4,2019
58315487,7,2018
29479438,6,2019
29491214,7,2020
29507487,9,2018
29479431,6,2018
29507485,7,2019
29483711,3,2020
29507478,1,2020
58315477,12,2018
29491710,7,2020
29491917,6,2020
29507473,11,2018
29479414,2,2019
29491707,2,2018
29491911,7,2020
29507472,4,2019
29491205,12,2020
29491906,8,2019
29507468,6,2019
29479404,4,2019
29486703,6,2020
29479399,6,2019
29483203,8,2019
29479393,7,2020
29481699,3,2018
64679459,5,2019
29487198,5,2018
29507452,6,2019
64497378,4,2018
29481196,1,2020
58316448,1,2020
29479370,5,2019
58316447,9,2018
29479368,4,2018
58316441,8,2018
29491691,2,2019
29479364,9,2018
58316435,9,2019
29479354,7,2019
29481191,6,2018
63391350,8,2020
29501852,7,2019
29483690,1,2018
64780960,7,2018
29481843,5,2018
29504959,7,2020
29484482,2,2019
29501838,7,2020
29484340,2,2020
64625457,12,2020
29481188,7,2020
29501955,5,2020
144362339,3,2019
29501834,12,2019
29479188,7,2019
79980954,6,2018
29481832,8,2019
64889323,10,2020
29481311,6,2019
29504949,3,2018
64854817,3,2018
29479332,7,2019
29486687,10,2018
29504943,5,2018
29491829,2,2018
29501817,6,2018
29484187,5,2019
29504936,12,2020
58314325,9,2020
29501816,6,2020
29484186,3,2019
29504934,10,2020
29479183,8,2018
29479323,11,2020
58314321,6,2019
29481180,7,2019
29501929,6,2020
58314320,5,2019
29491679,3,2018
29501814,3,2020
29491819,5,2020
29507928,9,2018
29501813,8,2018
29484179,9,2019
29501812,10,2019
29491675,3,2020
29479316,4,2020
64762927,4,2019
249911808,12,2020
29481812,2,2018
249911805,12,2018
145656311,6,2018
29507925,7,2020
29479174,2,2020
29507924,5,2018
29501746,8,2020
29507923,4,2019
29484499,1,2018
29501739,11,2018
29501920,9,2020
58314793,3,2018
29501735,11,2019
29484169,6,2018
58314289,3,2018
111967734,8,2019
119626416,4,2018
29491167,3,2018
58315708,3,2020
29501916,9,2020
29487274,4,2019
29504915,8,2020
29507703,9,2020
29483666,9,2019
58315701,7,2018
64703211,7,2018
29481665,9,2020
29504909,4,2019
83821272,9,2020
29484163,6,2018
29507697,7,2018
29501908,6,2019
29481663,12,2019
119617907,5,2020
29491162,1,2020
29481764,4,2018
29504907,5,2018
29507694,10,2020
29487160,5,2019
29507903,8,2019
29479264,4,2019
58315693,5,2018
29481660,8,2020
64476400,7,2019
29486476,7,2020
64896399,7,2019
29501687,4,2019
29481761,7,2020
29487158,1,2018
29501898,9,2019
58315681,9,2019
29491754,6,2018
29483976,9,2018
64530897,5,2019
29507677,1,2021
29481749,7,2019
29504896,7,2019
29487156,11,2019
29501672,4,2020
29501926,8,2018
29481656,7,2020
29507667,7,2018
29491744,2,2019
29501896,8,2018
29479155,9,2018
58315663,4,2019
29491741,11,2019
29483654,3,2019
29504893,4,2019
29487241,9,2018
64543660,10,2020
64607391,4,2020
29483653,12,2018
29487238,6,2019
29507888,6,2020
58315659,12,2018
29487150,7,2020
29507884,12,2018
58315658,4,2018
29487149,7,2019
29504882,7,2019
29492229,3,2020
29490975,7,2019
58315657,5,2020
29507876,3,2020
29484729,6,2018
241933226,9,2018
29504874,7,2018
58315650,1,2020
29491141,4,2020
60138726,3,2018
64829355,4,2019
29491138,7,2020
29504649,3,2019
144396871,6,2018
241933224,6,2019
29507647,8,2019
29507870,5,2019
29483637,9,2020
80101879,7,2018
29507868,5,2019
29487132,9,2018
29329374,9,2018
64702360,7,2020
29486632,6,2019
64857721,1,2020
29504640,2,2020
29490970,7,2020
29504860,1,2020
29492212,4,2020
58315638,2,2019
29484127,7,2018
119623359,9,2020
29492200,9,2018
29333360,6,2019
58315633,7,2020
29483626,2,2020
70342854,1,2019
63408696,5,2018
58315632,3,2020
29333491,11,2020
29507854,3,2020
29481126,6,2018
58312879,12,2019
29501628,5,2019
29504848,8,2020
29487125,12,2020
29492192,4,2019
29329989,11,2019
29486617,6,2019
70342847,5,2020
29479117,3,2018
29492182,3,2018
29507847,3,2018
29329353,3,2019
29507607,5,2018
29487180,4,2019
119615346,8,2018
29327353,7,2020
29484676,9,2018
29481114,11,2019
29501607,10,2020
64429841,8,2020
29491112,11,2018
29501604,7,2019
29491669,10,2020
29333350,3,2018
29484303,1,2020
58315836,5,2018
29490001,12,2019
29501603,6,2020
29484667,4,2018
29327349,4,2018
29507836,8,2019
29486612,3,2018
58315600,2,2018
29327483,5,2019
29507833,7,2020
29507595,6,2020
29491661,7,2019
64574329,7,2019
29507591,5,2019
29492159,9,2018
29479108,5,2019
29505329,6,2018
29492156,5,2020
29507585,6,2020
83829840,3,2019
70342653,6,2019
58187584,7,2020
29487152,6,2019
58315823,9,2020
114406836,5,2020
29485972,7,2019
29492153,7,2019
58315581,4,2018
29329332,6,2018
58312971,6,2019
29481653,3,2019
29507820,8,2020
29484652,3,2019
29332331,7,2020
29505320,5,2018
29504570,6,2018
29329331,1,2020
29484106,11,2020
29479970,7,2018
29507819,7,2018
64501568,9,2018
144156329,8,2019
70342650,11,2020
64849067,4,2019
29507817,10,2020
29481641,6,2018
29333967,9,2019
29507566,3,2018
58315816,3,2020
29484103,6,2018
29505312,7,2020
29504562,4,2018
29481639,10,2020
29329327,6,2018
29492132,4,2018
64811307,12,2019
29507560,12,2019
29481629,12,2020
29507807,8,2019
58315557,4,2019
70342627,7,2018
29329320,10,2019
249911804,12,2020
29492127,5,2019
29507556,1,2019
29333319,12,2020
29491102,1,2020
29333814,1,2019
58315803,5,2019
70342626,9,2020
29504555,12,2020
29481626,8,2020
29507803,12,2018
29333313,10,2020
29484102,7,2018
29505303,4,2020
29329312,1,2019
29481625,7,2020
29504547,12,2018
29479102,10,2020
64872802,8,2020
29481601,2,2020
29481624,10,2019
29504545,5,2018
29329811,8,2019
29491100,3,2019
29507801,9,2018
58315536,8,2020
29491623,6,2019
29333810,1,2019
29484100,6,2018
29504536,8,2019
70342800,9,2020
29487622,8,2020
29483599,6,2019
29507531,4,2018
29491597,2,2018
29501798,6,2018
29481620,7,2020
29333800,4,2020
29491596,4,2019
29507528,1,2020
29492118,6,2018
58315794,7,2019
89550295,5,2019
29491096,8,2018
29487618,5,2019
29507525,4,2020
29505292,9,2019
29333295,8,2020
58315790,4,2019
58315524,4,2018
29328965,4,2018
29483595,7,2019
29507789,3,2018
58315522,5,2018
29329289,5,2018
70342612,11,2019
29486594,8,2019
29504789,2,2020
29329386,1,2019
29484608,5,2020
29481590,2,2018
29499498,3,2019
29481605,5,2018
29329787,6,2018
29484089,6,2019
58315788,1,2020
114406294,12,2019
29495988,9,2019
29504788,8,2020
58315483,4,2019
2079596793,6,2020
29491600,12,2018
29491686,11,2019
58312791,4,2018
29487087,9,2020
29491479,3,2020
58315782,1,2019
29481584,5,2018
29332284,8,2019
29490979,6,2018
29501780,3,2018
29492081,9,2019
29333283,3,2018
29475290,3,2020
29499478,11,2020
64619579,8,2020
64809777,2,2019
29479084,8,2020
29484577,5,2019
29495977,6,2019
29504777,2,2020
29481583,2,2018
58312866,5,2020
29484576,9,2019
29495973,7,2019
29507776,3,2018
29491581,6,2020
29492074,10,2019
29496468,10,2019
29329273,7,2018
29505276,8,2019
58313784,3,2020
29491579,5,2020
29495967,7,2020
29501776,4,2018
64791571,10,2018
29327765,3,2020
29491079,11,2019
64827964,11,2020
58313783,4,2019
58315775,12,2020
29487076,8,2020
29499464,6,2018
29475280,2,2020
29505275,8,2018
29479570,10,2020
29483576,9,2019
29495961,3,2020
29492069,7,2018
64485779,6,2019
119631771,2,2019
29487070,2,2019
29475279,10,2019
29330246,6,2020
64562771,5,2020
29486570,8,2019
29333742,3,2018
125888561,4,2020
58315769,10,2018
29475276,12,2019
29495957,1,2020
60135561,4,2019
29507769,3,2019
58313272,3,2020
29496657,9,2020
29484070,10,2020
29332238,2,2019
58312770,11,2020
29495952,11,2018
2081450233,12,2020
29484068,8,2020
69809267,7,2019
29488268,6,2020
29330232,11,2019
29479068,12,2018
29499447,5,2019
64789767,9,2019
29487551,2,2020
29486566,12,2019
29329157,8,2018
29496056,10,2020
29505264,7,2018
29485265,7,2019
29478050,4,2018
58316760,10,2019
29496445,4,2019
29329730,3,2020
144362048,4,2019
29485255,6,2020
29487064,8,2019
29496440,9,2018
29505258,10,2018
29331729,2,2019
29479537,1,2020
29491062,11,2019
58313754,10,2020
58316756,12,2019
29335225,8,2020
29495938,2,2018
29483562,7,2020
29488253,7,2018
29479535,10,2020
29499437,4,2019
58316754,4,2018
29485253,8,2018
29329223,3,2019
29484061,11,2019
64668253,7,2019
29479524,10,2019
58315435,12,2019
29481061,4,2018
145655521,4,2018
29333464,3,2018
29507753,5,2018
2082493252,2,2020
58315431,12,2019
29487060,8,2019
29492021,7,2020
29504753,12,2018
29496427,5,2018
29484521,11,2018
29505252,10,2018
29481560,7,2019
29488246,11,2020
58315426,6,2020
29479518,10,2019
58313742,7,2018
64867751,2,2018
29479060,11,2020
58312964,11,2019
58315421,3,2020
29479513,10,2020
2080139213,5,2020
29491059,4,2019
29507751,7,2018
29482962,2,2019
58315420,3,2018
29486556,1,2018
29479511,11,2019
58314958,7,2020
58315415,10,2019
58316747,6,2020
29327458,9,2019
29484506,10,2019
58313235,5,2020
29479055,3,2020
58315414,2,2018
29507747,10,2019
29488233,11,2020
29491551,3,2018
29492001,3,2020
29485233,2,2018
29499414,2,2019
29505247,6,2018
29330209,4,2018
29488230,4,2019
29507746,12,2018
29479050,8,2020
29496413,12,2019
145652948,5,2018
29484048,6,2019
29485227,9,2020
125887739,8,2018
29495910,10,2018
29333205,9,2020
58313324,12,2020
29481541,5,2020
83126226,7,2020
58316739,9,2020
29499407,9,2020
58313725,1,2020
58315739,10,2018
29327440,10,2018
29477225,6,2020
29504739,9,2019
29333194,10,2019
29496479,12,2020
60138721,12,2020
29486537,6,2019
29505238,6,2020
29327694,4,2018
29496402,2,2020
29479032,11,2018
58313719,3,2020
29329191,7,2020
2089291900,2,2019
29507733,6,2020
58313716,6,2018
29495894,3,2020
64891732,6,2019
29327438,12,2019
29495892,9,2018
125090715,8,2020
29327437,12,2020
29481531,9,2018
58316732,8,2020
29499388,10,2019
29329187,6,2020
58313715,6,2020
29495888,11,2020
29483529,10,2018
29507732,2,2020
58312714,12,2019
70334886,11,2020
29490528,11,2020
29333930,11,2020
58316730,6,2019
70334878,6,2020
58316727,1,2020
29490526,6,2019
29485213,12,2020
29495878,6,2020
29333176,6,2019
58316725,11,2019
29486526,12,2019
29485211,7,2020
58316723,11,2018
29331676,6,2019
58312709,2,2019
29499875,2,2018
29477212,11,2020
29505222,2,2019
29331675,3,2018
58313205,3,2018
29496374,9,2018
29487025,11,2018
58313285,12,2018
64669717,7,2018
58187202,8,2018
29484025,6,2019
29332174,11,2020
29486523,9,2020
58315717,6,2018
58313201,1,2020
29481023,7,2019
29505217,10,2019
29332172,3,2018
58314700,12,2018
29496365,7,2020
29504717,3,2019
58313199,8,2018
64882170,12,2020
70334863,3,2019
29481520,11,2018
58314696,4,2019
29501716,6,2018
29481019,8,2019
58314695,4,2020
64564713,11,2020
29329926,7,2019
125088692,9,2018
29479019,7,2019
64543213,4,2019
29329925,2,2019
58314692,9,2018
29491517,6,2018
29330162,5,2019
29496357,11,2020
70335210,9,2019
58314689,10,2018
29487017,7,2020
29504709,2,2018
83124187,5,2018
29495857,9,2018
29331992,3,2019
29504704,3,2020
29487016,10,2018
29332151,6,2020
29483181,3,2019
29499856,5,2019
125903703,1,2020
29499854,10,2020
29487014,11,2018
29330148,9,2020
29505203,8,2019
29487013,7,2020
29331647,4,2018
70334848,6,2019
58313170,7,2020
58313395,1,2021
64845144,12,2018
29501701,7,2018
29483168,11,2019
29504700,12,2020
29496346,4,2019
29332144,7,2018
58313667,1,2020
29504699,4,2020
29483512,9,2019
58314663,5,2020
29499343,10,2019
29335140,9,2018
64633698,1,2019
29479012,4,2020
58313163,8,2020
119620697,4,2019
58312661,6,2019
29481011,6,2020
64745838,11,2019
29481510,4,2018
29332128,10,2020
70335197,8,2018
58313659,7,2020
29486508,12,2019
29331626,12,2019
29496335,6,2019
69811197,12,2019
58312657,12,2018
29499328,9,2019
29505194,7,2020
29483155,3,2020
29331622,9,2019
64500190,7,2019
29495996,10,2019
58314654,3,2018
29481245,2,2019
29504689,5,2020
58314154,4,2020
29496322,10,2020
29333412,4,2018
29505185,6,2018
58314653,12,2020
29499320,7,2019
29333410,6,2020
29504684,6,2019
29491504,10,2020
29329113,12,2020
29499311,8,2020
29480153,3,2018
29486504,7,2020
29332104,2,2019
29496311,5,2020
29491000,11,2018
70335178,8,2020
29331604,8,2018
125089650,12,2018
29496809,12,2019
29331599,1,2019
29496309,5,2018
119626177,4,2018
29496307,6,2019
29332090,1,2021
64499177,6,2018
29480150,5,2019
29496305,12,2020
29332087,6,2020
