zpid,streetAddress,latestPrice
60134556,12316 Kilmartin Ln,229000
241932055,11804 Arran St,289900
145653553,11921 Arran St,359900
144276051,11612 Murron Dr,248900
119631551,11533 Arbroath Ln,269000
64771547,6704 Tulloch Way,189000
2086122546,13009 Titanium St,234900
70354544,5617 Brougham Way,218900
80094543,12413 Tay Ter,208000
60134543,12217 Orkney Ln,249900
241932042,11805 Arran St,363000
60134537,12208 Kilmartin Ln,250000
80093536,5504 Colinton Ave,229900
70354536,12412 Tay Ter,200000
70354533,12425 Drummond Dr,233300
60134529,12316 Orkney Ln,249900
83815028,11932 Gaelic Dr,265000
60134523,6113 Boyce Ln,254900
80098520,5616 Liberton Ln,224900
70354510,12408 Drummond Dr,209950
70354506,5704 Colinton Ave,205000
60134504,12308 Kelton Dr,244900
80106502,5509 Colinton Ave,240000
59792502,6112 Speyside Dr,274900
29399477,1033 E 43rd St,390000
29399476,1031 E 43rd St,463000
121655973,701 E 49th St #B,590000
83125473,4220 Threadgill St,695000
29401973,1613 Westmoor Dr,400000
29399471,1021 E 43rd St,490000
29406469,4911 Avenue H,598400
120896918,4616 Ruiz St,699000
29401967,5209 Knight Cir,359000
29406966,1419 Larkwood Dr,542995
29403464,4701 Avenue G,585000
29403462,4602 Avenue H,659000
80090452,2104 Zach Scott St,455000
83125445,4444 Camacho St,599900
2110746442,2109 Mc Bee St,725000
29405411,929 E 52nd St,699500
249911441,4612 Connelly St,485000
80096437,2000 Zach Scott St,399000
29406937,1403 Briarcliff Blvd,389900
70348435,100 E 51st St APT 6,695000
29405435,4901 Harmon Ave,359900
125916431,2712 Moreno St,202726
29401930,4807 Harmon Ave,799000
29405428,5204 Harmon Ave,389900
29409921,1413 Berkshire Dr,274900
29409917,1405 Berkshire Dr,500000
29406915,1402 Larkwood Dr,350000
29406410,4913 Avenue G,849000
29409909,1301 Berkshire Dr,399000
29409409,302 Franklin Blvd,385000
241931907,407 W 55th St #A,575000
124837405,4903 Avenue F #A,325000
241934900,4320 Attra St,188000
145652991,4319 Nitschke St,187471
29406898,1406 Briarcliff Blvd,364000
29406396,5207 Avenue F,530000
29400892,1411 Bentwood Rd,411000
29398392,1010 E 38th St,450000
120901389,4508 Berkman Dr,499999
29405389,918 E 49th 1/2 St,450000
29409886,1421 Hillcrest Dr,699900
29409385,5403 Link Ave,699000
80088883,1900 Tom Miller St,815000
29409383,5400 Avenue F,419990
29405383,930 E 49th 1/2 St,373000
120575878,4612 Berkman Dr,665000
29406878,1314 Yorkshire Dr,390000
241931882,1307 E 52nd St #4,225000
29401990,1615 Corona Dr,389000
29409375,212 Nelray Blvd,415000
120897872,4508 Page St,599000
29409868,1304 Hillcrest Dr,319500
29409865,1400 Hillcrest Dr,375000
29409365,104 Nelray Blvd,450000
29409356,113 W 55th St,475000
29409355,201 W 55th St,305000
29405355,915 E 49th 1/2 St,395000
29409354,203 W 55th St,319000
29405354,900 E 52nd St,375000
29406853,1311 Yorkshire Dr,425000
63835851,5015 Martin Ave,785000
29409851,1409 Glencrest Dr,359400
29406345,5010 Avenue F,434999
29409344,406 Nelray Blvd,235000
29409843,1303 Glencrest Dr,450000
241935342,5202 Evans Ave #A,500000
29409841,1302 Glencrest Dr,429900
2091667340,4622 Herzog St,589260
29409339,306 Nelray Blvd,849900
29406839,1200 Northridge Dr,360000
29403489,4806 Avenue H,472000
120788330,4633 Mattie St,518000
29409330,311 W 55th St,274900
120899329,2104 Mcbee St,224317
63835829,4312 Red River St,800000
29409828,1405 Glenwood Dr,494950
29409328,403 W 55th St,229900
29405486,1305 Suffolk Dr,480000
29405319,916 E 50th St,649000
29405314,919 E 51st St,214900
29409311,106 W 55th St,385000
29405311,913 E 51st St,219000
29406308,5114 Avenue F,679000
29409305,105 W 55th 1/2 St,350000
29406805,1206 Ridgemont Dr,429000
29406803,1210 Ridgemont Dr,369000
29405301,909 E 50th St,598000
125803793,4720 Page St,675000
29401793,4606 Depew Ave,550000
80091792,1921 Zach Scott St,625000
29403787,1400 Westmoor Dr,389500
2087145786,2308 Robert Browning St,939000
29403785,1404 Westmoor Dr,314900
29406775,1008 E 53rd St,400000
144249274,4123 Berkman Dr,570000
29401770,902 E 45th St,349750
145653268,4724 Vaughan St,565000
120896267,4504 Berkman Dr,659000
29409763,6015 Sheridan Ave,329000
29400760,810 Keasbey St,399000
29406259,5012 Rowena Ave,600000
145653257,4219 Berkman Dr,540000
29403751,1412 Broadmoor Dr,359900
80092247,1908 Tom Miller St,478165
29409246,200 W 55th 1/2 St,399000
29406744,5317 Harmon Ave,385000
29406742,5313 Harmon Ave,399999
29405240,5004 Eilers Ave,435000
29409318,206 W 55th St,415000
144970734,2931 Zach Scott St,559000
124720730,5106 Caswell Ave APT C,599900
144970729,2921 Zach Scott St,560000
29406726,903 E 55th 1/2 St,299900
29405225,608 E 49th St,995000
29403722,1603 Broadmoor Dr,525000
2078536220,2517 Philomena St,879900
145658720,4709 Camacho St,995000
29399720,4205 Bradwood Rd,489000
29400713,805 E 44th St,370000
2140225212,800 E 45 1/2 St,1285000
80101209,2012 Zach Scott St,390000
29406709,929 E 53rd 1/2 St,360000
29403707,5204 Andover Pl,370000
29406705,902 E 53rd St,475000
29403705,1505 Broadmoor Dr,360000
251035202,4001 Red River St #2,550000
29399702,4202 Bradwood Rd,520000
29401986,1608 Westmoor Dr,399000
29403692,5111 Lancaster Ct,340000
120900188,4532 Ruiz St,650000
29406704,904 E 53rd St,600000
29406687,928 E 53rd 1/2 St,319000
29397685,1301 Kirkwood Rd,475000
29396179,3504 Harmon Ave #B,379900
29409676,5307 Avenue F,230000
114407175,5405 Bennett Ave #A,333000
29405673,1700 Larkwood Ct,368000
29397673,4006 Bradwood Rd,384975
29399671,4320 Airport Blvd,589000
29397670,4003 Wrightwood Rd,699000
83125499,4232 Berkman Dr,640000
29406669,911 E 54th St,465000
29403666,608 E 48th St,749000
80088664,2049 Zach Scott St,610000
29399663,4209 Parkwood Rd,690000
144970661,4212 Vaughan St,859000
29400660,715 E 43rd St,545000
29401658,4605 Eilers Ave,519000
29406657,930 E 54th St,299000
29402157,1708 Broadmoor Dr,475000
29396154,914 E 37th St,565000
29401653,4522 Caswell Ave,622000
2080353152,5506 Evans Ave #1,749000
29403652,605 E 48th St,575000
29401652,709 E 46th St,533000
29402151,1805 Westmoor Dr,550000
29397641,4007 Lullwood Rd,520000
29406640,907 E 55th St,285000
29399640,4212 Wilshire Pkwy,569000
144970633,4125 Berkman Dr,589000
144970632,4121 Berkman Dr,615000
29409630,5406 Duval St,885000
119630129,2012 Simond Ave APT C,374999
29407128,1505 Devon Cir,459987
29405628,1608 Ridgemont Dr,359999
29405627,1610 Ridgemont Dr,460000
29407122,1608 Northridge Dr,405000
145655121,4618 Kocurek St,885000
29405621,1228 Broadmoor Dr,449900
29409619,5401 Avenue G,415000
29399618,1302 Crestwood Rd,449000
29407116,1508 Northridge Dr,460000
29407115,1506 Northridge Dr,350000
2077713613,4318 Tilley St,1215000
29406485,5011 Avenue H,499900
29403608,4712 Evans Ave,475000
29405607,1313 Westmoor Dr,457000
29402106,1704 Cloverleaf Dr,349999
29399604,4401 Parkwood Rd,419000
251028603,2528 Doc Reeves St,679000
29405603,1305 Westmoor Dr,340000
29407102,1606 Ridgehaven Dr,495000
29409598,5408 Avenue G,409000
29406597,5100 Martin Ave,349900
29409924,1419 Berkshire Dr,415000
29407096,1507 Northridge Dr,400000
29401596,615 E 49th St,1249000
29399594,1026 E 43rd St,335000
124841590,5514 Avenue G #A,444990
29402090,1800 Corona Dr,579000
29406586,5008 Martin Ave,590000
29399583,1012 Ellingson Ln,489900
29409582,5500 Evans Ave,370000
29399582,1014 Ellingson Ln,450000
29397582,836 E 37th St,799900
29405578,1306 E 52nd St,324900
29409576,5513 Avenue H,970000
29407076,1507 Ridgehaven Dr,285000
29402076,1701 Cloverleaf Dr,599899
29403574,511 E 46th St,699000
64905572,919 E 50th St,649900
251028571,4703 Vaughan St,580000
145654070,4700 Camacho St,899000
83124070,934 E 50th St,149900
29406567,5205 Duval St,350000
29402067,1806 Rogge Ln,524900
29399567,1013 E 45th St,365000
29407066,1512 Ridgemont Dr,399000
29405566,5308 Halwill Pl,399000
83125561,4144 Berkman Dr,515000
2084307058,605 E 46th St #A,484999
29401557,4404 Barrow Ave,375000
251035556,5605 Bennett Ave #A,320000
29403553,4805 Avenue H,549500
29406552,5012 Evans Ave,273700
144970635,4208 Nitschke St,839000
29405551,1302 Cloverleaf Dr,205000
125090550,4404 Clarkson Ave,725000
121655046,4723 Ruiz St,939900
29409545,5512 Avenue H,350000
29407045,1416 Briarcliff Blvd,399993
29407044,1414 Briarcliff Blvd,450000
29403544,4712 Duval St,429900
121655543,4701 Ruiz St,959900
29406543,602 E 49th St,350000
119631539,4306 Berkman Dr APT A,425000
29409539,5511 Avenue F,849900
29405536,1301 Ridgemont Dr,399000
29407031,1429 Briarcliff Blvd,314900
2087952530,929B E 53rd 1/2 St,425000
29403793,1409 Corona Dr,264000
121658529,4724 Berkman Dr,524995
29405529,1205 Ridgemont Dr,330000
251036026,5307 Avenue H #A,584000
2078948021,4613 Eberly St,849990
145653521,4512 Camacho St,1050000
83125521,2221 Zach Scott St,529000
29403520,4534 Duval St,344000
83125519,2213 Zach Scott St,544000
29403519,4536 Duval St,610000
29407015,1418 Northridge Dr,419900
29398485,3909 Willbert Rd,695000
29401984,1612 Westmoor Dr,424900
29403505,4517 Avenue H,1150000
29405479,1317 Corona Dr,389900
29402004,1609 Ridgemont Dr,419000
29405503,1303 Cloverleaf Dr,450000
305431002,908 E 44th St #2,450000
29402000,1612 Corona Dr,343000
29412894,2100 Kippling Dr,169950
29413890,7602 Brookhollow Cv,575000
29412881,2007 Millay Dr,210000
29420880,908 Potomac Path,350000
29412878,2001 Millay Dr,112000
29420972,1039 Wisteria Trl,205000
29413863,7603 Glenhill Cv,399900
29413854,7508 Glenhill Rd,349900
29412854,7406 Ophelia Dr #88,240000
2091316347,1307 E Saint Johns Ave #A,249900
29412838,1901 Browning Dr,240000
29412823,7301 Glenhill Rd,300000
29412814,1703 Raven Dr,160000
29412809,1704 Raven Dr,275000
29413797,7524 Glenhill Rd,509500
29413788,7500 Berkman Dr,356500
29412777,7408 Glenhill Rd,339990
29419776,8807 Leisure Dr,140000
29419773,8801 Leisure Dr,389000
29412756,1714 Shelbourne Dr,315000
29412749,1207 E Saint Johns Ave,225000
29419725,1105 Hermitage Dr,279000
29419724,1104 Durham Dr,430000
29412720,1208 Radcliff Dr,439900
29411193,7307 Bucknell Dr,399999
29419681,8206 Furness Cv,250000
29419679,8100 Loralinda Dr,549000
29419665,8306 Bridgetown Dr,393800
29419664,8308 Bridgetown Dr,395000
29419659,8404 Bridgetown Dr,365000
29419655,8408 Danville Dr,489000
29411154,7307 Geneva Dr,519000
29411152,7303 Geneva Dr,450000
29411138,7404 Charlton Dr,478000
29419683,8202 Furness Cv,429900
29412117,7210 Coronado Cir,227700
29412113,7238 Coronado Cir #141,219000
29419568,8209 Grayledge Dr,379000
29419558,8200 Shenandoah Dr,425000
29419556,8204 Shenandoah Dr,229900
29419553,8215 Grayledge Dr,315000
29411053,7314 Hartnell Dr,374900
29413868,7602 Glenhill Cv,450000
29419527,8307 Grayledge Dr,342000
29415520,7614 Meador Ave,82900
29412011,1809 Coronado Hills Dr,180000
29419510,8317 Tecumseh Dr,267000
29419504,8304 Grayledge Dr,435000
2091327500,1307 E Saint Johns Ave UNIT B,215000
29409975,1609 Ashberry Dr,300000
29407475,6709 Tulane Dr,399900
29402475,5705 Exeter Dr,166000
29404472,3305 Loyola Ln,625000
29407472,3205 Rockhurst Ln,165000
29399972,5328 Wellington Dr,475000
29408471,6903 Bryn Mawr Dr,210000
29404468,3205 Loyola Ln,349900
29410965,7102 Creighton Ln,535000
29409965,6213 Brookside Dr,229950
29409964,1508 Glencrest Dr,422500
29407463,6807 Wake Forest Ln,299900
29404463,3306 Loyola Ln,305000
29400999,6414 Bridgewater Dr,462500
29408460,6811 De Paul Cv,499900
29410957,7007 Northeast Dr,174900
29407956,6409 Berkman Dr,730000
29399956,5313 Westminster Dr,399900
29400955,3207 Rogge Ln,320000
29407954,1711 Patton Ln,47500
29409952,6302 Brookside Dr,265000
29404448,3211 Northeast Dr,259900
29408444,2502 Lehigh Dr,399000
29399942,5348 Westminster Dr,425000
29408439,2600 Lehigh Dr,444900
29408435,2509 Loyola Ln,400000
29400935,5502 Ameswood Dr,575000
29402432,5701 Sutherlin Rd,515777
29399930,5302 Middale Ln,340000
2082146929,6113 Manor Rd,389900
29399929,5304 Middale Ln,469900
29408496,6715 Bryn Mawr Dr,299900
29399927,5307 Waterbrook Dr,365000
2130768925,6409 Chimney Creek Cir,54900
29402425,5705 Wellington Dr,320000
29400923,5601 Cordell Ln,399000
29402420,5704 Coventry Ln,499000
29402419,5706 Coventry Ln,574900
29408418,2401 Loyola Ln,439900
29404417,3207 Carol Ann Dr,250000
29408413,6507 Auburnhill St,420000
29405908,2703 Northeast Dr #A,126900
145549907,6401 Betty Cook Dr,485000
29404407,3307 Hycreek Dr,99900
29405906,2705 Northeast Dr #A,190000
29402494,5715 Sandhurst Cir,459500
72508898,6711 Langston Dr,379000
29408398,6604 Auburnhill St,499000
29402398,2605 Rogge Ln,546500
241931897,2512 Wheless Ln #4,484900
29402397,2603 Rogge Ln,559900
29399897,5202 Brookdale Ln,425000
241931891,6305 Vioitha Dr #B,245000
29404390,6205 Hylawn Dr,524900
29404389,6203 Hylawn Dr,429900
29407387,6615 Betty Cook Dr,535000
29411179,7105 Geneva Dr,579900
29399882,5207 Robinsdale Ln,749000
29407379,3101 Loyola Ln,599000
29402375,5601 Wellington Dr,489900
29407374,6613 Auburndale St,499500
111972870,2021 Wheless Ln,375000
29404370,6207 Hyside Dr,459900
29407316,6203 Haney Dr,315000
29407369,6507 Auburndale St,424900
29399790,5202 Old Manor Rd,360000
29407362,6002 Thames Dr,399900
29407361,6004 Thames Dr,340000
29407360,6100 Thames Dr,423000
29408359,2509 Lehigh Dr,464900
29407359,6102 Thames Dr,309900
29402358,2302 Trafalgar Dr,157950
29407357,6311 N Hampton Dr,339900
29402357,2304 Trafalgar Dr,229900
29404356,6114 Hylawn Dr,399000
29407351,6300 Windslow Ct,459900
29404351,6202 Hylawn Dr,299900
29405849,6102 Derby Cv,395000
29399848,5111 Brookdale Ln,439999
83833345,7200 Marywood Cir,489000
29405845,6101 Derby Cv,300000
29407342,2308 Devonshire Dr,424000
29405872,2400 Devonshire Dr,389000
29404341,3102 Berrylawn Cir,470000
29408338,6504 Willamette Dr,460000
29407334,2305 Towbridge Cir,385000
29408333,6606 Willamette Dr,390000
29399860,5203 Brookdale Ln,309000
29405832,2500 Sweeney Ln,600000
29402327,5345 Westminster Dr,139900
29408326,6410 Auburn Dr,115000
29408322,2105 Columbia Cv,370000
29408320,6902 Columbia Dr,349900
29402319,5815 Coventry Ln,300000
29399992,5313 Wellington Dr,299900
29404313,6102 Cherrylawn Cir,765000
29408312,2304 Loyola Ln,550000
29408306,2305 Lehigh Dr,310000
29408298,6504 Bradley Dr,475000
29409989,1602 Glenvalley Dr,435900
29408293,2211 Vanderbilt Ln,599900
29407289,2102 Bristol Dr,385000
29402289,1914 Sunny Brook Dr,649000
64756788,6803 Mira Loma Ln,570000
29404287,3011 Northeast Dr,389000
29397787,4712 Creekwood Rd,310000
29399786,5305 Cloverdale Ln,315000
29404281,6207 Betty Cook Dr,209900
29408279,6708 Northeast Dr,417500
29397770,4800 Blueberry Trl,365000
29408268,6809 Notre Dame Dr,426500
29408767,7004 Dubuque Ln,310500
29397766,4808 Blueberry Trl,260000
29397764,4812 Blueberry Trl,449000
29408263,6711 Notre Dame Dr,429900
29404260,6213 Walnut Hills Dr,449000
29407259,2000 Eaton Ln,479000
29405758,5701 Westminster Dr,450000
29405757,5609 Westminster Dr,399999
29408251,2114 Fordham Ln,399950
29408250,2116 Fordham Ln,449500
29408749,3112 Val Dr,474900
29404248,3011 Maplelawn Cir,249000
29404245,3005 Maplelawn Cir,479990
29402243,2013 Singing Brk,477900
29404241,3002 Maplelawn Cir,299000
29402290,1912 Sunny Brook Dr,699000
29407232,6200 Haney Dr,379900
29398732,3401 Norwood Hill Rd,479000
29398731,5309 Beechmoor Dr,447500
29408229,6809 Duquesne Dr,309900
29407227,6210 Haney Dr,469000
29402227,2000 Oakleaf Cir,447900
29398726,5203 Beechmoor Dr,146500
29402224,5409 Westminster Dr,409000
29400223,5113 Wayborne Hill Dr,439900
29402489,5709 Sandhurst Cir,145000
29408221,6703 Duquesne Dr,375000
29402721,6506 Highpoint Cv,390000
29398721,5304 Basswood Ln,469950
29408719,6821 Willamette Dr,460000
29402218,5363 Westminster Dr,284995
29405717,5600 Westminster Dr,375000
29400217,5101 Wayborne Hill Dr,399900
64641716,3302 Hycreek Dr,79900
29410216,7417 Vintage Hills Dr,510000
29398714,5202 Beechmoor Dr,285000
29404187,5903 Thames Dr,469000
29410210,3010 Lynridge Dr,263900
29410209,3100 Lynridge Dr,399000
29407209,6309 Dorchester Dr,415000
29400209,5203 Marymount Dr,424950
29407207,6305 Dorchester Dr,525000
29408206,6905 Columbia Dr,335000
29405705,1903 Northridge Dr,179900
29405703,1807 Northridge Dr,425000
29402203,2006 Lazy Brook Cir,499900
29408702,6814 Langston Dr,550000
29398700,5303 Gladstone Dr,259900
29408699,6900 Cal Cv,353000
29398698,5213 Gladstone Dr,379900
29400989,5607 Chadwyck Dr,600000
29405697,1704 Northridge Dr,649000
29404197,2815 Vernon Ave,429900
29398697,5211 Gladstone Dr,449950
29408488,6806 Dubuque Ln,329900
29410196,7207 Meadowood Dr,345899
29408195,6713 Haney Dr,325000
29407194,6104 N Hampton Dr,228000
29408693,6900 Langston Dr,100000
29408692,6902 Langston Dr,625000
29410190,7105 Meadowood Dr,255000
29411188,7209 Bucknell Dr,429000
29411186,7205 Bucknell Dr,379000
29402685,6502 Bridgewater Cv,320000
29408340,6614 Bradley Dr,375000
29398684,5229 Basswood Ln,350000
29398683,5227 Basswood Ln,439000
29410181,7206 Fred Morse Dr,559900
29404178,2101 Thames Cir,575000
29402677,6503 Bridgewater Cv,379899
29398676,5213 Basswood Ln,290000
29405675,5607 Berkman Dr,450000
29398675,5211 Basswood Ln,385000
29408673,6813 Hanover Ln,449900
29407486,6806 Kings Point W,459900
29408172,6606 Columbia Dr,309000
29404169,5702 N Hampton Dr,550000
29400169,5401 Darlington Ln,419950
29398669,5504 Cordell Ln,469000
29408668,6806 La Salle Dr,389000
29411167,7302 Bucknell Dr,469000
29404166,5800 N Hampton Dr,465000
29407165,1600 Briarcliff Blvd,485000
29404163,5806 N Hampton Dr,600000
29400163,5216 Overbrook Dr,415000
29408165,2118 Brunswick Dr,450000
251029662,5704 Gloucester Ln #B,365000
29410162,7204 Meadowood Dr,595000
29410161,7206 Meadowood Dr,509900
29404161,5810 N Hampton Dr,459999
29400161,5300 Overbrook Dr,419000
29405660,1806 Ridgemont Dr,425000
29408155,6600 Haney Dr,395000
29408654,6917 La Salle Dr,479900
29404154,5802 Thames Dr,390000
29400154,5411 Coventry Ln,489900
29398653,3400 Norwood Hill Rd,359900
29408652,6913 La Salle Dr,399900
29402652,6600 Ashland Dr,425000
29405650,1606 Sweetbriar Ave,429000
29398649,3408 Norwood Hill Rd,275000
29398648,5402 Basswood Ln,375000
29411146,7207 Geneva Dr,326000
29411145,7205 Geneva Dr,325000
29402645,6614 Ashland Dr,249900
29408143,1616 Ashberry Dr,380000
29410142,7101 Geneva Dr,290000
29408440,2510 Lehigh Dr,405000
29410141,3103 Val Dr,199000
29410146,7304 Fred Morse Dr,399900
29410139,3019 Val Dr,315000
29410136,3013 Val Dr,459000
29402135,5509 Delwood Dr,475000
29411132,7301 Hartnell Dr,499500
29404132,5506 Windward Dr,119900
29402131,5501 Delwood Dr,440000
29408128,1614 Glencrest Dr,350000
29398628,3202 Norwood Hill Rd,465000
29408626,6910 Bryn Mawr Dr,399000
29402625,5701 Gloucester Ln,179000
29404123,2007 Rogge Ln,229900
29410984,7201 Northeast Dr,350000
29402121,5512 Delwood Dr,412000
29398621,5208 Gladstone Dr,284900
29411120,7208 Geneva Dr,617000
29400118,5500 Darlington Ln,309900
29411117,7214 Geneva Dr,460000
29408617,6814 Hanover Ln,465000
29408113,6316 Dorchester Dr,329900
29404484,3500 Loyola Ln,252000
29398609,5315 Medford Dr,159000
29404108,5715 Wight Cv,575000
29402606,5810 Sweeney Cir,515000
29399984,5304 Wellington Dr,369900
29400983,5507 Chadwyck Dr,425000
29409982,1607 Glencrest Dr,415000
29404103,5705 Wight Cv,455000
29404101,2312 Rogge Ln,399900
29400100,5405 Overbrook Dr,449950
29404099,5700 Wellington Dr,535000
29410098,7303 Fred Morse Dr,419900
29411097,7302 Hartnell Dr,340000
29410097,7301 Fred Morse Dr,499900
29398597,5209 Halmark Dr,449900
29404096,5708 Wellington Dr,299000
29400095,2916 Pecan Springs Rd,404900
29400135,2909 Dresden Cv,417500
29408591,6807 Langston Dr,260000
29408589,6803 Langston Dr,309000
29404089,5722 Wellington Dr,435000
29408088,1910 Wheless Ln,297000
29404087,5726 Wellington Dr,450000
29410085,7101 Fred Morse Dr,454400
29398584,5502 Tipton Dr,330000
29400152,5407 Coventry Ln,480000
29410078,7000 Burnell Dr,395000
29404078,2009 Cheshire Dr,318000
29410074,7008 Burnell Dr,239000
29398574,5409 Claymoor Dr,335000
29398573,5407 Claymoor Dr,449000
29404072,2018 Northridge Dr,599987
29398572,5405 Claymoor Dr,329000
29411071,7200 Geneva Cir,328000
29402569,5511 Gloucester Ln,419950
29407568,6704 Tulane Dr,350000
29407567,6706 Tulane Dr,400000
29402565,5503 Gloucester Ln,440500
68519564,6114 N Hampton Dr,215000
29404064,2034 Northridge Dr,325000
305431063,7405 Langston Dr #A,260000
29404062,2038 Northridge Dr,399000
69804561,6811 La Salle Dr,359900
29411059,7302 Marywood Cir,379500
29408558,6710 Tulsa Cv,489900
29411057,7306 Marywood Cir,365000
29408557,6712 Tulsa Cv,495000
29399782,5203 Cloverdale Ln,412000
29410055,6716 Haney Dr,169000
29407554,3105 Susquehanna Ln,447500
29399980,5312 Wellington Dr,650000
29408552,6713 Tulsa Cv,399000
29407549,3202 Rockhurst Ln,329900
29400049,2921 Pecan Springs Rd,385000
29398546,3004 Norwood Hill Rd,146000
29408045,6209 Peggy St,137700
29407479,6807 Tulane Dr,153900
29407543,3207 Susquehanna Ln,225000
144255041,3305 Hycreek Dr,395600
29408041,6203 Peggy St,310000
29408039,2001 Eaton Ln,350000
29402536,5608 Darlington Ln,435000
29407978,6508 Hickman Ave,449000
29402533,5608 Gloucester Ln,385000
29407532,3504 Rockhurst Ln,375000
29408031,6314 Kenilworth Dr,284900
29399952,5305 Westminster Dr,349900
29407529,3505 Susquehanna Ln,215000
29400027,5109 Overbrook Dr,299000
29401025,6303 Waynesburg Cv,325000
29400024,5210 Waterbrook Dr,325000
29404023,5502 Westminster Dr,435000
29411022,2406 Loyola Ln,497500
29408522,6809 Dubuque Ln,349900
29411021,2408 Loyola Ln,400000
29404112,2306 Rogge Ln,139975
29407518,6703 Kings Point W,469900
29411016,7000 Creighton Ln,479900
29408515,6709 Dubuque Ln,435000
29408015,1907 Patton Ln,269900
29407515,6706 Kings Point,389000
29401015,6421 Bridgewater Dr,419900
29400015,5406 Waterbrook Dr,340000
29405736,5610 Mapleleaf Dr,425000
29408508,6702 Dubuque Ln,450000
29404006,2200 Langford Cv,449900
29400006,5414 Coventry Ln,524900
29408004,6401 Linda Ln,240000
29404004,2204 Langford Cv,620000
29400004,5418 Coventry Ln,208000
29408503,6813 Bryn Mawr Dr,345000
29402503,5511 Manor Rd,349990
29398503,4909 Blueberry Trl,369900
29404280,6205 Betty Cook Dr,219000
29407500,6909 Tulane Dr,400000
29400000,5329 Wellington Dr,415000
29419782,1807 Future Dr,365000
29414968,902 Ruth Ave,575000
124719459,8004 Wildcat Pass,485000
241931955,6706 Wild St,464900
29419455,108 E Powell Ln,179900
29413455,6511 Chesterfield Ave,410000
29413453,6505 Chesterfield Ave,298000
29414451,6801 Deborah Dr,399900
29417449,7610 Northcrest Blvd,350000
29418947,1302 Aggie Ln,279900
29419446,309 Oertli Ln,359000
29417445,7606 Northcrest Blvd,255000
29415444,603 Blackson Ave,230000
29418433,7524 Guadalupe St,549500
29414433,7007 Priscilla Dr,142000
29414431,7003 Priscilla Dr,417500
29416430,7505 Delafield Ln,349000
29411928,5714 Chesterfield Ave,249500
2077373426,1200 Stobaugh St #B,450000
125914926,907 Mountaineer Ln,389900
29418426,605 Bissonet Ln,329000
29411926,5718 Chesterfield Ave,330000
119623925,1009 Taulbee Ln UNIT G,400000
29414425,6907 Priscilla Dr,425000
29418422,615 Bissonet Ln,429900
29414421,6800 Deborah Dr,310000
124838920,7505 Sugar Magnolia St,415000
29411918,5808 Chesterfield Ave,264000
29411792,104 E Skyview Rd,399900
29418413,7500 Paxton St,209900
29418412,7502 Paxton St,437500
29414410,7004 Deborah Dr,234000
249911499,1004 Morrow St,345000
29417408,7704 Delafield Ln,335000
29413407,600 Hammack Dr,349900
29415403,403 Delmar Ave,289900
29413403,607 Wilmes Dr,345000
29417402,7701 Creston Ln,498000
29417498,7602 Creston Ln,350000
29410901,5801 Duval St,359000
29415397,305 Delmar Ave,325000
125929896,7500 Pantherpaw St,599000
125805892,913 Mountaineer Ln,400000
29411891,303 E Skyview Rd,424900
29411889,5807 Avenue F,415000
125806885,904 Cavalier Ln,480000
29415381,6815 Miranda Dr,589000
29419378,205 Red Oak Cir,274900
29417377,612 Amesbury Ln,399900
29417376,610 Amesbury Ln,335000
29415373,6706 Isabelle Dr,420000
145652869,1207 Justin Ln #B,397500
29415368,6908 Priscilla Dr,287000
29417365,602 W Croslin St,325000
29411865,5809 Avenue F,450000
29417496,7606 Creston Ln,524900
29417353,600 W Odell St,300000
124838852,7503 Sugar Magnolia St,390000
125902851,919 Mountaineer Ln,410000
29417351,603 W Croslin St,279000
29414990,1204 Justin Ln,380000
29412490,303 Wilmes Dr,309900
94642844,1200 Cullen Ave #A,425000
29413488,302 Irma Dr,350000
29415339,7007 Rufus Dr,365000
29415337,7003 Rufus Dr,369000
29417336,611 W Odell St,299900
125804485,912 Cannoneer Ln,405305
29415332,6911 Rufus Dr,350000
29413332,902 Payne Ave,614000
29411832,5801 Chesterfield Ave,839500
29413331,900 Payne Ave,425000
29411830,5723 Avenue D,599900
94642829,502 W 55th St APT 5,379900
29411828,5717 Avenue D,265000
29419327,308 Oertli Ln,129000
29413325,909 Payne Ave,444900
29413324,911 Payne Ave,445000
29419323,306 E Wonsley Dr,175000
29411819,5700 Link Ave,357500
29411814,5710 Link Ave,350000
29417313,606 W Crestland Dr,580000
2077925812,612 Irma Dr #2,466400
29415310,7002 Miranda Dr,335000
29417307,706 W Crestland Dr,519900
29419303,204 W Lola Dr,225999
29413301,1002 Arcadia Ave,475000
29411799,110 W Skyview Rd,420000
124842294,7511 Sugar Magnolia St,434900
29411793,102 E Skyview Rd,560000
29419277,8110 Georgian Dr,210000
29420775,7704 Woodrow Ave,520000
29420769,1511 Princeton Ave,224900
111969256,1304 W Saint Johns Ave,489900
29415254,502 Kenniston Dr,594000
29413409,604 Hammack Dr,400000
29420745,7711 Woodrow Ave,725000
29409244,204 W 55th 1/2 St,370000
29415342,7013 Rufus Dr,352957
29417243,7106 Ryan Dr,435000
145658742,7608 Easy Wind Dr,405000
29420742,7717 Woodrow Ave,359500
145658739,7518 Carver Ave #B,235000
124838225,910 Cavalier Ln,463000
119628719,1012 Sugaree Ave,525000
29413714,7304 Blessing Ave,375000
29417211,7401 Grover Ave,395000
