zpid,yearBuilt,homeAge_years,livingAreaSqFt,numOfBedrooms,numOfBathrooms
28589404,1998,23,1438,3,2.0
29407644,1980,41,2040,4,3.0
122185897,2013,8,3459,4,4.0
29415642,1971,50,2541,4,3.0
89406896,2008,13,3930,4,4.0
243292390,2019,2,3030,4,0.0
29404642,1974,47,1344,3,2.0
2077895889,1986,35,1896,3,2.0
29404641,1974,47,1908,3,2.0
111373138,2011,10,1227,3,2.0
63596880,2004,17,1903,3,2.0
29417634,1982,39,2266,3,3.0
111373133,2011,10,1352,4,2.0
63596878,2004,17,2626,3,2.0
29404632,1984,37,1324,3,2.0
122187375,2013,8,3504,4,5.0
29404630,1974,47,1330,3,2.0
63596871,2005,16,2420,5,2.0
63596867,2004,17,2232,4,0.0
121655622,2014,7,2537,5,4.0
63596866,2004,17,3503,5,4.0
241935120,2018,3,2388,3,3.0
202140864,2017,4,3943,4,4.0
29407619,2004,17,1450,3,3.0
28601857,1985,36,1781,4,3.0
96622854,2009,12,2240,4,2.0
29407616,1974,47,1576,3,2.0
119620848,2011,10,4829,4,5.0
29407612,1974,47,1503,3,2.0
96616348,2009,12,3245,4,4.0
28601848,1971,50,1446,3,2.0
96565341,2009,12,3592,5,4.0
29415606,1971,50,2076,3,3.0
84136841,2006,15,4391,4,4.0
121658104,2015,6,1340,3,2.0
55299840,2002,19,4537,4,6.0
89406316,2008,13,3453,4,4.0
2089856310,2018,3,2471,4,3.0
29415600,1971,50,3438,4,3.0
202137310,2016,5,2877,4,5.0
114157308,2011,10,2557,4,3.0
29407595,1980,41,1288,3,2.0
114157307,2010,11,2648,4,3.0
114157306,2011,10,2596,4,3.0
29407593,1980,41,1428,4,2.0
114157301,2011,10,2557,4,0.0
202137298,2015,6,2034,3,3.0
29410328,1980,41,1048,3,1.0
29404589,1977,44,1536,3,3.0
84134291,2007,14,3700,5,4.5
84129791,2006,15,3907,5,4.0
96581787,2009,12,2030,3,2.0
111372586,2012,9,1627,3,2.0
94729785,2008,13,2857,4,3.0
119629281,2012,9,4968,5,6.0
29404579,1977,44,1185,3,2.0
2093866778,2017,4,3820,4,4.0
29401078,1974,47,1127,3,2.0
119618305,2012,9,2611,4,3.0
121657577,2014,7,2068,3,3.0
111965777,2010,11,2268,3,2.0
121656068,2014,7,1342,3,2.0
96568275,2009,12,3853,4,3.0
29404566,1977,44,2114,4,2.0
111961773,2010,11,2333,3,2.0
121657064,2014,7,2305,3,3.0
67386272,2003,18,5860,5,6.0
29404564,1977,44,1184,3,2.0
28595767,1998,23,3194,5,4.0
29415562,1975,46,1773,3,3.0
28595764,1996,25,4159,6,5.0
144271054,2013,8,2068,3,3.0
29404553,1977,44,1212,4,2.0
121654549,2014,7,2305,4,3.0
2087666753,2018,3,4002,4,4.0
29404549,1977,44,1553,3,2.0
28595753,1984,37,3221,3,3.0
29401049,1973,48,1758,4,2.0
28595751,1990,31,4072,5,5.0
125916046,2014,7,2781,5,3.0
28595748,1995,26,2811,3,3.0
70327046,2017,4,1665,3,3.0
250400244,2017,4,3349,4,3.0
145653545,2015,6,2101,4,3.0
70327045,2017,4,1352,3,2.0
96629741,2009,12,3659,4,4.0
28595737,1984,37,2635,4,3.0
28587235,2018,3,4004,4,5.0
29404543,1977,44,1106,3,2.0
67386230,2003,18,4352,5,5.0
29404537,1977,44,2344,3,2.0
89412227,2008,13,3550,4,4.0
2083707534,2005,16,1877,3,2.0
67389591,2004,17,3597,5,4.0
2090973710,2018,3,3718,4,4.0
241932025,2016,5,2101,4,3.0
122187710,2013,8,1851,2,2.0
70338522,2006,15,2079,4,3.0
122186710,2013,8,2084,3,3.0
80074704,2007,14,2345,4,2.0
119631192,2012,9,2317,4,3.0
58301506,1978,43,1503,3,2.0
80083187,2006,15,2962,4,3.0
2129847996,2008,13,3860,4,4.0
80082183,2006,15,2382,4,4.0
111371503,2012,9,2068,3,3.0
28595683,2000,21,3013,4,2.0
111965182,2010,11,2456,3,3.0
80076677,2006,15,2747,5,3.0
84138676,2006,15,3907,5,4.0
28595671,1986,35,3672,4,4.0
84076993,2008,13,2299,3,3.0
28595662,2001,20,3769,4,4.0
28595661,1985,36,2965,4,3.0
2093052659,2017,4,2862,3,3.0
125232159,2014,7,5253,5,7.0
28595658,1979,42,2116,3,2.0
67389655,2004,17,1802,3,2.0
67388653,2004,17,2576,4,2.0
28595653,1984,37,3811,4,6.0
28595652,1999,22,3250,5,4.0
119622151,2014,7,3736,5,4.0
67389638,2004,17,2114,3,2.0
84076991,2007,14,2819,4,3.0
28601137,1993,28,2662,3,3.0
67389636,2004,17,2027,3,2.0
28601135,1986,35,2038,3,3.0
125235134,2015,6,2157,3,2.0
67389634,2004,17,2148,3,2.0
125256633,2013,8,2857,4,3.0
29489133,1997,24,3722,3,5.0
96611129,2009,12,2033,4,2.0
243292627,2016,5,3752,4,3.0
67389624,2004,17,2769,4,3.0
28601124,1985,36,3306,4,4.0
28595623,1979,42,2584,3,2.0
67389622,2004,17,2034,3,2.0
250400120,2017,4,4665,5,5.0
67388620,2003,18,3667,4,5.0
28595620,1985,36,2084,3,2.0
67388618,2004,17,3675,5,4.0
69686117,2006,15,3310,4,4.0
67389616,2005,16,2602,4,3.0
67388616,2004,17,3263,4,4.0
67389615,2004,17,2413,4,4.0
28595615,1980,41,2012,3,3.0
122188614,2013,8,3010,4,3.0
67389614,2004,17,2174,3,2.0
122188612,2013,8,1851,2,2.0
84138104,2006,15,3895,5,5.0
119557600,2012,9,3642,5,5.0
55299100,2007,14,3820,5,4.0
84132095,2006,15,3324,4,4.0
84136989,2007,14,3776,4,4.0
119628591,2012,9,2484,4,3.0
29489089,1994,27,5393,5,6.0
80079583,2006,15,2345,4,2.0
96603076,2009,12,4186,5,5.0
67388575,2003,18,2621,5,4.0
67388571,2003,18,2793,4,4.0
67388570,2003,18,2546,4,3.0
67388568,2003,18,2350,4,3.0
67388566,2003,18,2595,4,3.0
84076564,2007,14,2956,4,3.0
28602064,2002,19,4248,4,4.0
125333561,2014,7,2700,4,3.0
67388560,2003,18,2508,4,3.0
67388558,2004,17,2883,4,3.0
28602057,2005,16,3632,4,4.0
67388555,2003,18,2025,4,2.0
28602054,2006,15,3693,5,4.0
69679553,2008,13,2584,4,2.0
67388553,2003,18,2354,3,3.0
67388550,2003,18,1851,3,2.0
67388548,2004,17,2979,5,3.0
29489111,1999,22,1642,3,2.0
84137545,2007,14,4154,5,5.0
28595540,2002,19,3036,3,3.0
28602032,2000,21,4662,4,5.0
125296531,2014,7,2372,3,4.0
84075031,2008,13,3802,5,4.0
28595531,2000,21,3733,4,3.0
28602030,1998,23,6101,5,5.0
28602028,1996,25,5733,5,5.0
28602027,1998,23,4641,4,5.0
111966024,2010,11,2420,4,3.0
243292018,2015,6,3247,5,4.0
114157017,2010,11,2600,4,3.0
28602016,1998,23,3116,4,5.0
202157510,2015,6,4459,5,6.0
202157509,2015,6,3937,4,4.0
84138508,2007,14,4083,5,5.0
2099842005,2018,3,2876,4,4.0
125327505,2014,7,2047,3,3.0
80075005,2006,15,2345,3,2.0
84141504,2006,15,3424,5,4.0
69692500,2005,16,2345,4,2.0
29490474,1983,38,2220,3,3.0
29488974,1999,22,1522,3,2.0
29488973,1999,22,1968,3,2.0
29478965,1980,41,1650,3,2.0
29488959,1999,22,1931,3,2.0
79984482,2008,13,1774,3,2.0
64657976,2003,18,1961,4,2.0
29513495,1989,32,2313,4,2.0
29485459,1978,43,1824,3,2.0
80095966,2009,12,2835,4,3.0
29488950,1998,23,1692,3,2.0
58317493,2000,21,2726,4,3.0
64489463,2004,17,1346,3,2.0
29516457,1982,39,1513,3,2.0
64681491,2004,17,4048,5,4.0
29515488,1998,23,2142,3,2.0
80095446,2013,8,2284,3,3.0
29488943,1999,22,2036,3,3.0
80090945,2008,13,3500,4,4.0
29511988,2000,21,3074,4,4.0
29485430,1975,46,1689,3,2.0
70346215,2008,13,3583,4,4.0
70345998,2006,15,3356,4,4.0
70346214,2008,13,2879,4,3.0
70327932,2005,16,3472,4,3.5
80100212,2008,13,2931,4,4.0
114406429,2011,10,2032,4,3.0
70346210,2008,13,3104,4,4.0
70346194,2006,15,3438,4,4.0
29477424,1971,50,1777,3,2.0
70335189,2006,15,3988,4,5.0
64829923,2005,16,3450,4,4.0
70346184,2006,15,2895,5,4.0
29477423,1970,51,1901,4,2.0
70335184,2006,15,3592,5,4.0
80096421,2007,14,3572,5,3.0
70346182,2006,15,3364,4,4.0
79980998,2007,14,2351,3,2.0
70336921,2005,16,4523,4,4.0
70346180,2006,15,3667,5,4.0
29475920,1978,43,1416,4,2.0
70346170,2006,15,2880,3,3.0
70346166,2006,15,3671,4,4.0
64621918,2004,17,3482,5,3.0
70343165,2005,16,4849,5,4.0
83828157,2011,10,2592,4,4.0
29477412,1970,51,1698,3,2.0
119631155,2014,7,2844,4,4.0
29475910,1985,36,1257,3,2.0
70346267,2008,13,3323,4,4.0
80102154,2010,11,2985,3,3.0
70346145,2007,14,3109,4,3.0
29477905,1984,37,1602,3,3.0
80095641,2008,13,3320,4,3.0
70343141,2007,14,2705,4,3.5
70327904,2007,14,3367,4,4.0
83819132,2013,8,5536,5,5.0
83815126,2014,7,4284,5,4.0
70327902,2006,15,2105,3,2.0
70343126,2006,15,2929,4,3.0
305425899,2020,1,4853,4,6.0
83822617,2010,11,3181,5,4.0
70343101,2005,16,4047,4,4.0
29477998,1980,41,1682,3,2.0
79981094,2007,14,4523,5,4.0
70342990,2005,16,3498,4,4.0
80091899,2010,11,3622,4,4.0
79981093,2006,15,3481,4,3.0
70335092,2005,16,3852,5,4.0
29475899,1983,38,2000,4,4.0
70343091,2005,16,4046,5,4.0
70327897,2005,16,3297,4,4.0
79981086,2006,15,3420,4,3.0
29477897,1983,38,1742,4,3.0
70335083,2006,15,3038,3,3.0
29477896,1983,38,1582,3,3.0
79981082,2007,14,2342,4,3.0
29328893,1997,24,3816,3,3.0
70343082,2006,15,3840,5,4.0
29331389,1984,37,3916,4,3.0
79981077,2006,15,2714,4,3.0
29331386,1984,37,3847,4,5.0
80104576,2010,11,2119,3,2.0
29477883,1983,38,1400,3,3.0
79981073,2007,14,3080,4,3.0
29328883,1983,38,2951,3,3.0
29477381,1965,56,1738,3,2.0
29477879,1983,38,1582,3,3.0
79981068,2006,15,2330,3,2.0
29328879,1993,28,4133,4,4.0
29331378,1984,37,3989,3,4.0
80108067,2008,13,3495,4,3.0
2084004377,2019,2,2890,4,4.0
79981064,2007,14,2520,4,3.0
70327874,2007,14,3692,5,4.0
29475874,1983,38,1461,3,2.0
29477371,1969,52,2158,3,3.0
83825370,2015,6,5664,5,6.0
83819555,2010,11,2026,4,2.0
58316555,1978,43,2677,4,3.0
83819370,2014,7,4360,0,5.0
70343054,2006,15,3185,4,3.0
70327870,2005,16,3888,5,4.0
70343049,2006,15,3152,4,3.0
29331367,1983,38,3550,3,4.0
80092544,2007,14,2855,5,3.0
70327863,2005,16,2861,4,3.0
70343041,2005,16,3638,5,4.0
29475862,1995,26,1682,3,3.0
70343037,2006,15,3878,4,4.0
29328861,1999,22,11871,6,9.0
29512032,1976,45,1440,3,2.0
29328860,1997,24,3725,3,4.0
79981030,2006,15,2228,4,2.0
29477859,1984,37,1656,3,3.0
29477999,1980,41,1759,4,2.0
83818027,2010,11,3285,4,4.0
29477359,1970,51,1776,3,2.0
29475858,1979,42,1409,3,2.0
83814524,2013,8,5494,5,6.0
29328858,1997,24,4262,4,4.0
80096521,2007,14,3128,4,3.0
29331356,1984,37,5764,5,5.0
80097519,2008,13,3597,3,3.0
70343015,2005,16,2882,4,3.0
79981012,2006,15,3123,4,3.0
29477353,1972,49,1993,3,2.0
145656852,2017,4,2699,4,3.0
70343011,2005,16,3436,4,4.0
29328852,1998,23,3707,5,4.0
83814507,2009,12,3245,4,4.0
64849851,2003,18,3481,4,5.0
79981002,2006,15,2344,4,2.0
29328885,1983,38,6468,5,6.0
29331364,1991,30,5170,4,5.0
83827950,2010,11,3392,4,4.0
29496988,1994,27,2841,4,3.0
120897951,2013,8,3554,4,4.0
29328848,1997,24,4409,4,5.0
29502950,1983,38,1407,3,2.0
70327847,2007,14,3257,5,3.0
69809347,2006,15,2154,3,2.0
89548988,2008,13,4047,5,4.0
29477847,1983,38,1717,4,2.0
79980448,2006,15,2350,4,2.0
120897446,2014,7,2358,3,3.0
83832843,2014,7,5000,4,6.0
83818928,2010,11,2545,3,2.5
29475843,1977,44,1316,3,2.0
70332496,2012,9,3920,4,4.0
29502925,1991,30,2762,4,3.0
29331343,1984,37,3500,4,3.0
29502924,1972,49,2603,4,3.0
29331342,1983,38,3354,4,4.0
29328842,2000,21,3427,4,3.0
121656412,2013,8,4278,6,4.0
29328841,2001,20,5034,5,6.0
29481902,1970,51,2626,4,2.0
80087840,2008,13,3354,4,3.0
83819896,2008,13,3008,4,3.0
2091018839,2018,3,4647,4,5.0
83825892,2011,10,3392,4,4.0
29331338,1992,29,3714,4,3.5
29481892,1982,39,3200,4,3.0
29475835,1983,38,1446,3,2.0
29499890,2000,21,4164,4,3.0
83815833,2015,6,6453,5,6.0
64470382,2004,17,2512,4,3.0
60134331,2002,19,3640,4,4.0
29477826,1984,37,1273,3,2.0
83828866,2011,10,3201,4,4.0
29331326,1988,33,5323,4,5.0
120895855,2013,8,3151,4,3.0
60134324,2002,19,3034,4,3.0
64776821,2004,17,2834,4,3.0
96611355,2009,12,2829,4,4.0
70327820,2005,16,2834,4,3.0
29481850,1970,51,2955,4,2.0
70327819,2005,16,2725,3,2.0
144389349,2013,8,1184,2,1.0
29492341,1999,22,5526,6,5.0
29331319,1996,25,8299,5,8.0
83815840,2008,13,2536,4,3.0
70327817,2006,15,2820,4,3.0
29492329,1999,22,7233,7,7.0
114405315,2011,10,2574,4,3.0
2086949813,2019,2,1596,3,2.0
120897492,2013,8,3614,5,4.0
29492315,1998,23,3398,5,4.0
80090809,2008,13,2827,4,4.0
29484815,1965,56,2951,6,3.0
83820308,2014,7,5550,4,5.0
80106307,2010,11,3094,5,4.0
29492308,1995,26,4472,5,6.0
70327807,2007,14,3545,4,4.0
29484794,1963,58,2272,3,2.0
70327806,2013,8,3624,3,0.0
114157292,2011,10,2797,3,3.0
29492337,2001,20,9393,6,8.0
83819225,2009,12,3095,4,4.0
110539801,2011,10,2288,3,3.0
29477800,1986,35,1496,3,2.0
29484723,1978,43,4391,5,6.0
115566795,2012,9,2311,3,3.0
29331294,1983,38,3131,4,3.0
29477993,1980,41,1874,4,3.0
64644197,2012,9,4360,5,4.0
79981291,2006,15,2231,3,3.0
120901178,2014,7,2736,4,3.0
120897666,2012,9,2839,4,3.0
29477789,1984,37,1668,4,2.0
70331788,2005,16,3189,5,4.0
145656153,2010,11,4266,5,4.0
70331787,2006,15,2473,3,3.0
83830643,2008,13,3197,4,4.0
64712287,2004,17,3580,4,4.0
122518138,2015,6,3102,4,4.0
124840131,2015,6,3319,4,6.0
70330286,2005,16,7600,5,7.0
70346128,2007,14,2574,4,3.0
70331784,2005,16,3647,4,4.0
29489127,1985,36,1550,4,2.0
70330284,2005,16,6706,5,6.0
29489125,1985,36,1586,2,2.0
64552121,2004,17,2247,4,2.0
110539781,2010,11,2276,3,3.0
83832113,2008,13,3124,4,3.0
29474280,1999,22,3004,4,3.0
69809091,2006,15,2607,3,3.0
83826278,2018,3,5006,4,6.0
120788589,2013,8,4128,5,4.0
70330278,2012,9,4882,4,5.0
70346089,2007,14,2966,4,3.0
70346084,2012,9,3442,5,4.0
29331278,1995,26,4689,4,5.0
120896080,2014,7,3271,4,3.0
29477276,1971,50,2195,4,2.0
29487579,1977,44,1652,3,2.0
70356775,2007,14,3146,4,3.0
70330275,2006,15,10011,5,6.0
83815071,2011,10,3018,4,3.0
121658070,2013,8,2915,4,3.0
70331774,2006,15,3450,5,4.0
70346067,2005,16,3186,5,4.0
29331274,1984,37,4147,5,5.0
58297273,2002,19,8015,6,7.0
29489063,1970,51,1832,3,2.0
80105272,2008,13,4066,5,4.0
70328053,2008,13,3512,4,4.0
29331272,1984,37,2944,3,4.0
29489050,1995,26,3202,4,3.0
29477771,1979,42,1632,3,2.0
29331271,1984,37,3722,4,4.0
83829770,2017,4,6430,5,7.0
70346044,2007,14,2545,3,3.0
70346039,2006,15,3392,5,4.0
83830769,2013,8,5397,6,7.0
70331769,2006,15,2473,3,3.0
119980038,2014,7,3398,4,3.0
29477268,1958,63,1848,3,2.0
70346036,2006,15,3124,4,3.0
70356767,2007,14,3671,4,4.0
83832035,2008,13,3229,4,4.0
114405766,2013,8,8313,0,0.0
70330266,2006,15,8512,5,7.0
70346022,2006,15,3392,4,4.0
64808266,2004,17,3191,4,4.0
94642020,2009,12,2536,3,3.0
70331764,2005,16,2240,4,2.0
70346020,2006,15,3114,5,3.0
70330263,2006,15,6041,5,7.0
70328016,2007,14,4790,4,3.5
29477763,1980,41,1448,3,2.0
29475763,1989,32,1092,2,1.0
83830512,2010,11,3124,4,3.0
70331762,2005,16,3124,4,4.0
94641510,2009,12,4201,4,4.0
58297259,2002,19,7142,6,9.0
62608007,1998,23,3628,5,4.0
70356758,2006,15,3940,5,4.0
29503000,1978,43,3193,4,3.0
70331757,2006,15,3392,4,4.0
2084891255,2011,10,2276,3,3.0
70331754,2008,13,2286,4,3.0
29477753,1985,36,1505,3,2.0
29477752,1985,36,1918,3,3.0
29331250,1998,23,6113,5,7.0
70356747,2007,14,4128,4,4.0
29509988,1985,36,908,2,2.0
29511473,1985,36,1050,2,1.5
2091232469,2018,3,1859,3,4.0
29511461,1985,36,1645,3,2.0
64619453,2004,17,2168,3,3.0
145656946,2015,6,1792,3,3.0
29509944,1984,37,1759,3,2.0
29511443,1985,36,1636,3,2.0
29511441,1985,36,1505,3,2.0
29511438,1985,36,1758,3,3.0
60138922,2002,19,2086,3,3.0
29511421,1985,36,2487,4,3.0
60138918,2002,19,1945,3,3.0
60138915,2002,19,2310,3,3.0
60138910,2003,18,2168,3,3.0
64885887,2004,17,2086,3,3.0
64449851,2004,17,1945,3,3.0
64871347,2004,17,2168,3,3.0
64490347,2004,17,1826,3,2.0
29511342,1947,74,2629,6,3.0
29511340,1973,48,768,2,1.0
64598336,2003,18,1945,3,3.0
70332833,2006,15,2185,3,2.0
70332825,2007,14,2185,3,2.0
29510324,1984,37,1636,3,2.0
70332813,2008,13,2310,4,3.0
70332810,2006,15,2443,4,3.0
29510310,1983,38,1382,3,2.0
29510309,1983,38,1281,3,2.0
70332808,2006,15,1945,3,3.0
64836308,2004,17,2086,3,3.0
70332807,2008,13,2443,3,2.5
29509804,1985,36,1278,3,2.0
29509803,1985,36,1214,3,2.0
60138864,2002,19,2086,3,3.0
29509802,1985,36,1148,3,2.0
29509800,1985,36,1661,3,2.0
29509799,1985,36,1177,3,2.0
29510298,1986,35,1099,3,2.0
70332792,2006,15,1826,3,2.0
29510292,1992,29,2037,3,3.0
64613787,2003,18,1945,3,3.0
29507262,1994,27,1777,4,3.0
29509752,1984,37,3752,8,8.0
29510247,1993,28,1594,3,2.0
29510241,1993,28,2334,4,2.5
29510240,1993,28,1494,3,2.0
70332736,2005,16,2531,4,3.0
29510232,1983,38,1456,3,2.0
29510229,1983,38,1139,3,2.0
70332728,2006,15,2185,3,2.0
29510228,1983,38,1250,3,2.0
70332725,2006,15,2334,4,2.0
2082082489,2009,12,1714,3,3.0
2078337976,2012,9,1458,3,2.0
83126488,2007,14,1474,3,3.0
70332724,2006,15,2388,4,2.0
119625975,2014,7,1865,3,3.0
29507223,1984,37,1024,2,1.0
29509961,1983,38,1768,4,2.0
60138978,2002,19,3482,4,3.0
89552458,2013,8,2072,3,3.0
70332720,2006,15,2046,3,2.0
64494977,2003,18,1487,3,2.0
29513925,1986,35,1483,3,3.0
83126457,2007,14,1768,3,3.0
64507219,2004,17,2115,4,3.0
29501557,1992,29,1390,3,2.0
29513924,1986,35,1203,3,2.0
64669708,2004,17,2310,3,3.0
60138974,2002,19,3482,4,3.0
29509957,1983,38,1965,3,3.0
29513922,1986,35,1102,3,2.0
29509953,1984,37,1503,3,2.0
29514474,1999,22,1835,3,2.0
29493996,2001,20,1785,6,2.0
29497959,1979,42,1611,3,2.0
70332705,2006,15,3217,5,3.0
29493941,1978,43,1442,3,2.0
29514464,1998,23,1722,3,2.0
119557444,2013,8,1895,3,3.0
29514414,1999,22,1860,4,3.0
29498986,1982,39,2116,3,3.0
70332698,2005,16,1945,3,3.0
29504483,1996,25,1748,3,2.0
29493929,1978,43,2101,3,2.0
119620439,2014,7,1287,3,2.0
89549849,2014,7,2096,4,4.0
70332694,2005,16,2023,4,3.0
60138962,2002,19,2233,3,3.0
29501475,1994,27,1992,4,3.0
29514411,1999,22,1590,3,3.0
89549937,2011,10,1880,3,3.0
114405961,2011,10,1422,3,3.0
29512194,1974,47,1748,3,2.0
89551301,2014,7,2041,4,4.0
29493906,1983,38,1680,4,2.0
29512910,1987,34,1995,3,3.0
29509932,1984,37,1312,3,2.0
60138961,2001,20,1926,3,2.0
29498280,1986,35,1557,3,2.0
70332685,2006,15,2023,4,3.0
29506972,1984,37,1234,3,2.0
29493882,2003,18,1223,3,2.0
29514405,1999,22,1266,3,2.0
29509931,1984,37,1603,3,2.0
60138953,2002,19,2834,3,3.0
64523684,2003,18,1945,3,3.0
29501471,1993,28,1931,4,3.0
2079717862,2020,1,1507,3,3.0
29514402,1999,22,1271,3,2.0
70332683,2006,15,1945,3,3.0
29493862,1936,85,504,1,1.0
29514453,2000,21,3458,4,3.0
89546266,2012,9,1714,3,3.0
29504470,1993,28,2546,3,3.0
29509928,1984,37,1312,3,2.0
89548952,2008,13,1236,2,3.0
29501467,1993,28,1364,3,3.0
29498260,1982,39,1425,3,2.0
119617920,2013,8,1264,3,2.0
29512182,2005,16,1773,4,2.0
64887452,2003,18,1167,3,2.0
29514399,2000,21,2041,4,3.0
29498254,1986,35,1462,3,3.0
29509911,1984,37,1813,3,2.0
29490847,1995,26,1291,3,2.0
58317451,2001,20,3482,4,3.0
29512899,1989,32,1392,3,2.0
29498247,1982,39,1425,3,2.0
29495843,1984,37,1220,3,2.0
29506958,1985,36,1378,3,2.0
89548909,2012,9,1880,3,3.0
29514496,2000,21,2828,4,3.0
29510174,1985,36,1989,3,2.0
29514398,1999,22,1439,4,3.0
89548731,2012,9,1773,3,3.0
29501455,1993,28,1495,4,3.0
29509908,1984,37,1469,3,2.0
29498195,1981,40,1738,3,2.0
70332671,2007,14,1826,4,2.0
29504453,1998,23,2168,4,2.5
29493840,1981,40,1312,4,2.0
89548693,2014,7,2077,3,3.0
29507169,1983,38,1478,3,3.0
29495828,1984,37,1165,2,2.0
64439950,2004,17,3000,4,3.0
29509904,1983,38,1563,3,2.0
29498662,1986,35,1321,3,2.0
29507168,1983,38,2279,5,3.0
29512888,1986,35,1222,3,3.0
29501452,1993,28,2191,4,3.0
29495826,1984,37,1188,3,2.0
58317450,2001,20,2643,3,3.0
63838636,1986,35,1650,3,3.0
29514386,2000,21,1590,3,3.0
64558166,2004,17,2089,3,3.0
29493825,2019,2,1086,2,3.0
63838634,1981,40,1375,3,2.0
29509900,1983,38,1753,3,2.0
29501449,1989,32,3013,5,4.0
29514379,1999,22,1743,3,3.0
89552394,2012,9,2175,3,3.0
29504447,1997,24,1299,3,2.0
60138947,2002,19,2608,3,3.0
89546561,2013,8,1805,3,3.0
89548393,2014,7,1895,3,3.0
29503999,1983,38,1396,0,3.0
114405946,2011,10,1618,3,2.0
70332661,2007,14,1826,3,2.0
58317365,2000,21,1422,3,3.0
29506944,1982,39,1408,3,2.0
29493821,1994,27,3725,10,7.0
63838556,2003,18,1291,3,2.0
29509893,1983,38,1753,3,2.0
29506971,1984,37,1383,3,2.0
29498999,1979,42,1520,3,2.0
64465440,2004,17,2479,3,3.0
29499048,1979,42,1701,3,2.0
29493819,1996,25,1294,3,2.0
29498998,1978,43,1508,3,2.0
29514440,1998,23,1898,4,3.0
29507438,1996,25,1640,3,2.0
70332659,2007,14,2190,3,3.0
89548887,2013,8,1935,3,3.0
29498997,1979,42,1610,4,2.0
29495315,1981,40,1210,3,2.0
60138939,2004,17,2834,3,3.0
29512858,1987,34,1401,3,3.0
29507435,1998,23,1589,3,2.0
29506885,1969,52,2500,5,2.0
29499045,1978,43,1514,3,2.0
29506996,1983,38,1399,3,2.0
60138937,2002,19,1901,3,2.0
29514351,1999,22,1454,4,3.0
29507432,1997,24,1348,3,2.0
29495312,1981,40,1114,3,2.0
29499028,1982,39,1420,3,2.0
29498996,1979,42,1653,3,2.0
29504425,1998,23,1605,3,3.0
29514350,1999,22,1271,3,2.0
64727656,2003,18,1826,4,2.0
70335431,2005,16,1477,3,3.0
124718796,2009,12,1900,3,3.0
29495311,1981,40,1186,3,2.0
29512850,1999,22,1896,4,2.0
29507420,1996,25,1547,3,2.0
63379994,2004,17,1714,3,3.0
29494966,1977,44,1418,3,2.0
69808924,2006,15,1909,4,3.0
29495804,1984,37,1304,3,2.0
29510142,1985,36,1796,3,2.0
58317348,2000,21,1718,3,3.0
29504419,1998,23,2088,4,3.0
29511986,2001,20,3117,4,4.0
58317484,2000,21,3126,5,4.0
29515483,1999,22,2796,4,3.0
63838496,1978,43,1736,4,2.0
125808482,2017,4,2551,4,3.0
29500994,1981,40,1968,0,0.0
80089495,2008,13,1590,3,3.0
111373481,2014,7,2071,4,3.0
29505988,1983,38,1315,3,2.0
29515480,1999,22,2603,4,2.0
70348995,2006,15,2062,3,2.0
64644454,2003,18,1570,3,3.0
80090485,2008,13,2205,3,3.0
29508495,1982,39,1162,3,1.0
29488917,1999,22,2178,4,3.0
29513476,1988,33,3339,5,4.0
64913947,2004,17,1599,3,3.0
80108483,2008,13,2468,4,3.0
29486410,1977,44,1941,3,2.0
83820994,2012,9,2535,3,3.0
64470445,2004,17,1745,3,3.0
58317473,2000,21,2074,3,2.0
29500968,1966,55,590,3,0.0
29506494,1986,35,1425,3,2.0
58314907,1978,43,1604,3,2.0
29505965,1983,38,1271,3,2.0
63838992,2004,17,2062,4,2.0
58314905,1977,44,1893,3,2.0
29511970,2001,20,2165,3,2.0
80098436,2007,14,1523,4,2.0
58314904,1977,44,1867,4,2.0
145656490,2015,6,2037,3,3.0
29510470,1992,29,2965,4,3.0
29500958,1965,56,1294,2,1.0
70357490,2006,15,2342,4,3.0
29486401,1981,40,1171,3,2.0
83818907,2008,13,1340,3,2.0
111371969,2013,8,2954,3,3.0
29505955,1986,35,1572,3,2.0
83831967,2010,11,3243,4,4.0
29508489,1981,40,1017,3,2.0
29480900,1980,41,1706,3,2.0
70357487,2006,15,2062,3,2.0
64677903,2004,17,1707,3,2.0
29515466,1999,22,1868,3,2.0
80101954,2008,13,2170,3,2.0
29488899,1999,22,1522,3,2.0
29515465,1996,25,1441,3,2.0
251030984,2018,3,1056,2,2.0
80089897,2006,15,1612,3,2.0
29503445,1973,48,943,3,2.0
58314897,1976,45,1483,4,3.0
29510465,1993,28,2100,3,2.0
64525388,2004,17,1458,3,2.0
29513984,1986,35,1392,3,3.0
29503444,1973,48,1446,3,2.0
29488893,1981,40,1260,3,2.0
83823963,2014,7,2478,4,3.0
29513983,1986,35,1293,3,3.0
29500932,1971,50,1680,3,2.0
29507462,1974,47,1999,4,2.0
29480892,1981,40,1438,3,2.0
83823461,2012,9,2405,4,3.0
119623481,2013,8,2268,4,3.0
29488882,1981,40,1300,5,2.0
80108425,2008,13,2177,4,3.0
64893873,2004,17,1590,3,3.0
29486380,1981,40,1183,3,2.0
29508481,1981,40,1116,3,2.0
29497425,1977,44,1205,3,2.0
89546958,1970,51,4040,4,5.0
29486361,1980,41,1268,3,2.0
29511955,2000,21,2165,3,2.0
29498923,1979,42,972,3,2.0
29490352,1984,37,1913,3,3.0
