zpid,yearBuilt,homeAge_years,livingAreaSqFt,numOfBedrooms,numOfBathrooms
29430957,1978,43,1008,2,2.0
29422456,1940,81,832,2,0.0
29425999,1968,53,1925,3,2.0
29429455,1968,53,2540,4,3.0
29429454,1969,52,1417,3,2.0
29426452,1962,59,600,2,1.0
29422448,1961,60,1498,4,2.0
29428445,1965,56,1394,3,2.0
29429443,1971,50,1344,2,2.0
29422431,1961,60,1603,4,3.0
29422429,1961,60,1670,3,2.0
29426427,1966,55,1134,2,2.0
145550424,2015,6,1967,3,3.0
29422419,1962,59,1496,3,2.0
29355418,1985,36,1166,2,2.0
29428417,1962,59,1056,3,2.0
29355417,1985,36,1426,2,2.0
29426415,1964,57,1255,3,1.0
29358408,1980,41,1774,3,3.0
29426406,2019,2,908,2,2.0
29352903,1973,48,2776,4,3.0
29358397,1982,39,1835,3,3.0
29358396,1982,39,1558,2,2.0
29426389,1961,60,1156,3,2.0
29352888,1973,48,2576,4,2.0
29422386,1960,61,2847,4,3.0
29418881,1962,59,1743,3,2.0
29352876,1977,44,2670,4,3.0
29352874,1976,45,2775,3,3.0
29428367,1968,53,1619,3,2.0
29422363,1961,60,1236,3,2.0
29355361,1984,37,1845,2,2.0
29358357,1981,40,1893,3,2.0
29428351,1968,53,1140,3,2.0
29422351,1961,60,1852,4,2.0
29352851,1973,48,2702,3,2.5
29421349,1955,66,960,3,1.0
29352849,1977,44,3089,4,3.0
29421347,1956,65,1300,3,2.0
29420345,1957,64,952,2,1.0
29358342,1984,37,1958,3,2.0
29352841,1974,47,2554,4,3.0
29428338,1969,52,1194,3,2.0
124838337,2014,7,850,2,2.0
29428337,1969,52,1446,3,2.0
29424835,1967,54,1330,3,2.0
29421333,1959,62,1272,3,2.0
29424827,1967,54,1668,3,2.0
29432043,1964,57,2081,4,2.0
29355326,1980,41,1530,2,2.0
29428324,1960,61,1573,3,2.0
29430823,1978,43,1756,3,3.0
29431990,1967,54,1880,4,3.0
29428323,2019,2,2275,4,3.0
29420322,1963,58,1295,3,2.0
29430819,1978,43,1674,2,2.0
29355318,1980,41,1530,2,2.0
29428315,1961,60,1100,3,1.0
29426312,1960,61,1208,3,2.0
29428310,1961,60,1501,3,2.0
29428308,1962,59,1393,3,2.0
29422308,1968,53,1492,3,2.0
29355308,1979,42,2808,4,3.0
29427307,1964,57,1920,3,2.0
29430806,1980,41,1879,2,2.0
29426305,1960,61,1208,3,2.0
29426304,1960,61,1754,4,3.0
29424804,1965,56,1378,4,2.0
29422303,1966,55,1338,2,2.0
29420303,1967,54,2830,3,3.0
29424801,1967,54,1177,3,2.0
29420301,1968,53,2596,4,4.0
29421299,1955,66,1515,3,2.0
29430797,1980,41,1793,3,2.0
29430795,1982,39,2598,3,2.0
29421287,1955,66,1367,3,1.0
62606282,1984,37,1506,2,3.0
29422281,1963,58,2373,3,2.0
29428277,1961,60,1500,3,2.0
29424777,1967,54,1290,3,2.0
29420277,1964,57,2041,4,2.0
29428276,1962,59,1398,4,2.0
29425992,1968,53,1908,3,2.0
29428347,1967,54,1227,3,2.0
29430761,1974,47,1683,2,2.0
29426261,1960,61,1372,3,2.0
29420261,1957,64,1774,3,2.0
29420992,1961,60,1901,3,2.0
29424759,1966,55,1137,3,2.0
29420259,2020,1,2889,4,4.0
29420258,1958,63,2053,4,3.0
29421257,1959,62,1398,3,1.0
29428256,1981,40,2150,3,3.0
29424756,1968,53,1833,4,2.0
29426254,1960,61,1383,3,2.0
29420254,2019,2,2513,4,3.0
29429753,1970,51,1988,4,1.75
29430752,1976,45,1648,3,2.0
29428252,1982,39,1800,2,2.0
29426252,1960,61,1372,3,2.0
29429751,1969,52,1665,3,2.0
29421251,1955,66,1056,3,1.0
29424749,1962,59,1124,3,1.0
29421249,1955,66,3318,6,4.0
29429748,1969,52,1912,4,2.0
29424748,1963,58,1320,3,2.0
29420248,1957,64,995,2,1.0
29430746,1976,45,1648,3,2.0
29424746,1964,57,1187,3,2.0
29425990,1964,57,1962,4,2.0
29426243,1961,60,1142,3,1.0
29424743,1963,58,1529,4,2.0
120899742,2013,8,2556,4,3.0
29426242,1961,60,1051,3,1.0
29424742,1963,58,1228,3,2.0
29422234,1963,58,1858,3,2.0
29428232,1982,39,1520,3,2.0
29426228,1962,59,1144,3,2.0
29422228,1963,58,1696,3,2.0
29420722,1955,66,1121,2,1.0
29430721,1975,46,1857,3,3.0
29424718,1963,58,1581,4,2.0
29421218,1959,62,1936,3,2.0
29430717,1975,46,1656,3,2.0
29430716,1975,46,1656,2,2.0
29355216,1978,43,2498,3,2.0
29430987,1978,43,1775,3,3.0
29430707,1977,44,3114,3,3.0
29429707,1968,53,1779,3,2.0
29424707,1967,54,1545,3,2.0
29421207,1963,58,1690,3,2.0
29429702,1967,54,1598,3,2.0
29422202,1966,55,1395,3,2.0
29427199,1968,53,2372,3,2.0
29425987,1964,57,2034,3,3.0
29422191,1970,51,2018,3,3.0
124845189,2014,7,877,2,2.0
29423186,1967,54,1622,4,2.0
29426453,1949,72,1023,3,2.0
29421183,1964,57,1892,4,2.0
29421176,1964,57,1771,3,2.0
29420175,1961,60,2179,3,2.0
29421172,1964,57,2671,4,3.5
29421168,1964,57,1796,3,2.0
29421164,1963,58,1973,3,2.0
29425985,1965,56,2080,3,2.0
29422163,1959,62,1620,2,2.0
29420161,1960,61,2186,4,3.0
29424658,1967,54,2145,3,2.0
29422157,1959,62,1392,2,2.0
29422154,1962,59,2438,4,3.0
29424653,1967,54,1134,3,2.0
29428150,1982,39,3172,5,4.0
29432736,1965,56,2065,3,2.0
29430649,1974,47,3382,3,4.0
29430643,1975,46,1847,2,2.0
29424643,1967,54,1522,3,2.0
29432142,1980,41,1453,3,2.0
29423142,1966,55,1980,3,2.0
29430633,1976,45,1652,2,2.0
29423132,1965,56,1970,3,2.0
29421132,1964,57,2537,4,3.0
29430631,1975,46,2321,3,2.0
29430628,1975,46,1799,2,2.0
29423127,1967,54,2182,3,2.0
29430624,1976,45,2100,2,2.0
29422124,1963,58,1985,3,2.0
29426116,1967,54,1278,3,2.0
29430614,1980,41,1431,2,2.0
29423131,1966,55,2040,3,2.0
29426114,1968,53,1712,3,2.0
29424614,1966,55,2940,4,3.0
29429478,1969,52,1660,3,2.0
29422112,1962,59,1740,3,2.0
29430609,1981,40,1415,3,2.0
29430608,1981,40,1431,2,2.0
29423106,1955,66,1395,3,2.0
29421104,1959,62,1815,3,2.0
29422100,1961,60,1792,3,2.0
29429599,1970,51,1672,4,2.0
29432096,1965,56,2480,4,2.0
29428096,1983,38,2322,3,2.0
29430593,1979,42,1519,3,2.0
29428092,1982,39,2916,5,3.0
29429588,1998,23,1699,4,2.0
29428088,1983,38,1813,4,2.0
29420587,1956,65,1342,3,2.0
29425978,1964,57,1563,3,2.0
2079147585,2020,1,2173,3,3.0
29429583,1998,23,2164,3,3.0
29421083,1974,47,2153,2,3.0
29432082,1966,55,2257,4,2.0
29430582,1979,42,1431,2,2.0
29428078,1967,54,2038,3,2.0
29429577,1998,23,1699,4,2.0
29429576,1998,23,1543,3,2.0
249911477,1966,55,1537,4,2.0
29426075,1962,59,1241,3,1.0
144274064,1963,58,1738,3,2.0
29423063,1959,62,1236,3,2.0
29428059,1970,51,1619,4,2.0
29426058,1963,58,948,3,1.0
29422555,1964,57,1786,3,2.0
29426054,1971,50,1734,3,2.0
29421051,1959,62,1936,3,2.0
29423049,1959,62,1112,3,1.0
29429477,1969,52,2032,3,2.0
29423044,2019,2,1490,3,3.0
29429543,1998,23,2497,4,5.0
29429474,1968,53,1352,3,2.0
119631041,2011,10,1792,3,3.0
251030039,1966,55,1144,3,2.0
29429531,1971,50,1650,4,2.0
29432029,1964,57,2100,4,3.0
29423029,1969,52,968,2,2.0
29430526,1977,44,2350,4,4.0
29430523,1976,45,3297,6,0.0
29426022,1966,55,2374,4,3.0
29426021,1964,57,1752,4,2.0
29426474,1962,59,1210,3,1.0
29426014,1968,53,1974,3,2.0
29430513,1977,44,2556,4,2.0
29429512,1971,50,1312,3,2.0
29426011,1964,57,1591,3,2.0
29423008,1969,52,1016,2,2.0
29426507,1968,53,1346,3,2.0
29421007,1961,60,1557,3,2.0
29429470,1968,53,1361,3,2.0
29426005,1969,52,1971,4,3.0
29426504,1963,58,1143,3,2.0
29426004,1969,52,1797,3,3.0
29432003,1964,57,2217,4,2.0
29547987,1991,30,2180,4,2.0
29547984,1986,35,2445,4,4.0
29596477,1998,23,2894,4,3.0
124152474,2016,5,2199,3,2.0
29577471,1988,33,2384,4,3.0
88020457,2003,18,2270,3,3.0
88025456,2003,18,2600,4,2.0
70984951,2005,16,2708,3,3.0
29577450,1991,30,2556,4,3.0
88023442,2004,17,2196,4,3.0
29596440,1997,24,2752,4,3.0
88015439,2004,17,2707,3,2.0
29577936,1997,24,2559,4,3.0
88018932,2003,18,3118,3,2.0
29577930,1992,29,2445,4,4.0
29596493,1996,25,3338,4,3.0
29604429,1998,23,3267,4,3.0
29586928,1999,22,2508,4,3.0
29586926,2000,21,3090,4,3.0
29577498,1993,28,2575,3,2.0
29552422,1984,37,1081,3,1.0
29596419,1997,24,3458,5,4.0
29604418,1997,24,3294,4,3.0
29577914,1992,29,1916,3,2.0
29552407,1984,37,1152,3,2.0
29577905,1992,29,2000,3,2.0
29552405,1985,36,1148,3,2.0
29577901,1990,31,2112,4,3.0
29577496,1997,24,2698,4,2.0
80127397,2006,15,3032,4,4.0
80109897,2007,14,3025,4,4.0
29552388,1984,37,1217,4,2.0
29577878,1993,28,4244,5,3.0
29552377,1985,36,1514,3,2.0
29552375,1985,36,1217,3,2.0
88017870,2003,18,1703,3,2.0
70985494,2005,16,3391,4,4.0
67003994,2003,18,2156,3,2.0
29596385,1996,25,3436,5,4.0
67003992,2003,18,2477,3,2.0
67010989,2004,17,3300,4,4.0
29547996,1992,29,1990,4,3.0
243336397,2017,4,4032,4,4.0
52832487,2000,21,2537,3,3.0
29577848,1991,30,3031,4,3.0
67010985,2004,17,3386,4,4.0
29552348,1985,36,1148,3,2.0
88018984,2008,13,3696,4,4.0
70985479,2005,16,3451,5,3.0
185165346,1985,36,1274,3,2.0
66991342,2004,17,2093,4,2.0
60335978,2002,19,1848,3,2.0
29552338,1985,36,1218,3,2.0
70985476,2005,16,3391,5,4.0
29577836,1994,27,2251,4,3.0
67004976,2004,17,2741,4,3.0
67010975,2004,17,3901,5,4.0
52832474,2000,21,3763,5,4.0
67004973,2003,18,4022,5,4.0
29609330,1999,22,3570,5,4.0
60335972,2001,20,3068,4,4.0
29609329,1998,23,3111,3,3.0
70984994,2004,17,2811,4,3.0
70976471,2006,15,2919,3,3.0
29577815,1994,27,3001,4,3.0
88026470,2003,18,2541,3,2.0
29577803,1993,28,2963,4,3.0
67003964,2003,18,4009,5,3.5
60335962,2002,19,3305,4,4.0
70992774,2007,14,3096,4,3.0
67010957,2004,17,4395,5,5.0
70992768,2007,14,3203,4,4.0
70976456,2005,16,2129,3,3.0
88026265,2002,19,2636,3,3.0
67004956,2005,16,3048,4,3.0
80125256,2006,15,3156,4,4.0
70976455,2009,12,2275,3,3.0
70992756,2007,14,2521,3,3.0
67010955,2004,17,3266,4,4.0
80126243,2006,15,3215,4,4.0
70992743,2007,14,3080,4,3.0
70976453,2010,11,1987,3,3.0
88019240,2003,18,2713,3,2.0
60335953,2001,20,2023,4,2.0
70992740,2007,14,3080,4,3.0
67004950,2005,16,3622,4,4.0
29548171,1988,33,2397,5,3.0
60338444,2002,19,3313,4,3.0
29577738,1992,29,1941,4,2.0
80116016,2006,15,3163,5,3.5
70992731,2008,13,3195,4,4.0
67003941,2003,18,4964,5,4.0
60338439,2002,19,3644,5,3.0
70992726,2007,14,2238,3,2.0
60335938,2002,19,2649,3,4.0
70992724,2006,15,3120,4,3.0
88018937,2003,18,2991,4,3.0
80123722,2006,15,4156,5,4.0
29555462,1984,37,2128,6,4.0
29604222,1998,23,3841,4,4.0
29604221,1997,24,2138,3,2.0
29603423,1997,24,2244,4,2.0
29604217,1997,24,2630,4,3.0
60335918,2002,19,2700,4,3.0
29577715,1999,22,3893,6,4.0
185174447,2012,9,2244,4,2.0
29603418,1997,24,2376,4,2.0
29614441,1999,22,2258,4,3.0
29613705,2000,21,2924,4,3.0
70992704,2006,15,3120,4,3.0
88013913,2003,18,2571,3,3.0
29555431,1976,45,2244,4,2.0
29603410,1997,24,2933,4,3.0
2082564428,2018,3,2115,3,4.0
64850703,1987,34,2705,4,3.0
80112405,2007,14,4265,5,4.0
60335899,2003,18,3290,5,3.0
88023897,2007,14,1980,4,2.0
29577698,1993,28,2360,4,3.0
29575698,1985,36,1833,4,3.0
250926916,2019,2,1745,3,3.0
124155394,2016,5,3966,5,4.0
29613693,2000,21,3003,4,3.0
60336910,2002,19,3710,4,4.0
87922894,2003,18,3554,5,3.0
70992691,2006,15,3643,4,4.0
60335891,2002,19,4113,5,4.0
29577691,1991,30,2493,4,3.0
60335887,2002,19,3756,5,4.0
29604190,1997,24,2440,3,3.0
29575690,1985,36,1754,3,2.0
60335885,2003,18,3519,4,3.0
80127689,2006,15,4327,5,4.0
60335884,2002,19,3091,4,4.0
29575689,1985,36,1979,4,3.0
70980382,2006,15,4451,5,4.0
29604185,1999,22,3473,5,3.0
88020880,2005,16,3323,5,4.0
70984973,2006,15,3998,6,4.0
29603378,1996,25,2644,4,3.0
250926493,2018,3,2226,3,3.0
29577684,1991,30,2267,4,3.0
70992683,2007,14,3648,4,3.5
29555212,1975,46,2166,3,2.0
70992680,2006,15,3600,4,4.0
67003999,2003,18,3039,5,4.0
60335873,2003,18,3404,4,4.0
70992678,2006,15,3731,5,4.0
29593872,1999,22,2376,3,2.0
29613676,2000,21,3439,5,4.0
60335999,2002,19,3281,4,3.0
88026371,2005,16,2768,4,3.0
29577675,1991,30,2584,3,3.0
29577666,1996,25,2769,4,4.0
29596393,1995,26,3259,5,4.0
58267865,2002,19,2822,3,3.0
29555380,1977,44,1744,3,2.0
29548164,1994,27,2825,4,3.0
29548163,1988,33,2742,4,4.0
29603364,1997,24,2472,4,2.0
29613657,1999,22,3996,6,4.0
70977363,2006,15,4873,4,4.0
29577655,1996,25,3547,4,3.0
70977362,2005,16,3822,4,4.0
88017151,2004,17,2261,4,2.5
60335859,2002,19,3311,4,4.0
29603356,1996,25,2433,4,3.0
29604149,1999,22,2906,4,3.0
29555369,1977,44,1824,3,3.0
29577646,1999,22,2827,5,4.0
111972854,2012,9,2876,3,3.0
29577643,1996,25,2823,5,3.0
29555368,1978,43,1821,3,2.0
80116354,2006,15,3361,4,4.0
29575642,1985,36,2224,4,2.5
80111854,2006,15,2776,4,4.0
29613631,1999,22,3120,5,3.0
29577628,1997,24,3089,5,3.0
60335852,2002,19,3543,5,4.0
29548128,1986,35,2693,4,4.0
185174360,1976,45,1631,4,2.0
58267851,2001,20,2458,4,2.0
88020023,2003,18,3829,5,4.0
29548125,1986,35,1646,3,2.0
29555354,1979,42,1510,4,2.0
185169848,1998,23,2568,4,3.0
80122346,2006,15,2724,4,4.0
250924852,2018,3,1896,3,3.0
52830655,2000,21,2860,5,3.0
80110846,2007,14,1908,3,2.0
29577611,1999,22,2503,4,3.0
29577609,1996,25,2339,3,2.0
29593845,2000,21,3371,4,4.0
80110342,2006,15,2221,3,2.0
88018432,2003,18,2707,3,2.0
88015087,2003,18,2887,4,0.0
29603338,1997,24,3477,4,3.0
88015108,2003,18,1933,3,2.0
29593838,1994,27,2701,3,3.0
58267833,2001,20,2452,4,2.0
29548106,1993,28,3242,5,3.0
58267828,2001,20,3208,5,4.0
60336098,2002,19,3012,3,3.0
88021327,2003,18,2682,3,2.0
60336097,2002,19,3273,4,4.0
58267826,2001,20,2222,4,2.0
2082102830,2020,1,1882,3,2.0
52830596,2000,21,4230,5,4.0
60335825,2002,19,1673,3,2.0
58267823,2001,20,2386,4,3.0
60336093,2002,19,3615,6,4.0
67004090,2003,18,2517,4,2.5
88028321,2002,19,3844,4,4.0
29577583,1992,29,2491,4,3.0
60336073,2002,19,2591,4,3.0
58267809,2001,20,3318,4,3.0
29555192,1975,46,1562,4,2.0
29577573,1998,23,3131,4,4.0
89657808,2008,13,3333,5,4.0
29593820,1994,27,2078,4,2.0
88015572,2007,14,4166,6,4.0
58267807,2001,20,2731,3,3.0
88022569,2003,18,2160,4,3.0
29593802,1995,26,2633,4,3.0
250925313,2017,4,2163,4,3.0
29596568,1996,25,2910,4,3.0
88027301,2007,14,2805,3,3.0
29560810,1977,44,3254,3,2.0
29596566,1995,26,3250,4,3.0
29555308,1977,44,1998,3,2.0
60336064,2002,19,1849,3,2.0
96639287,2009,12,1459,3,3.0
60335789,2002,19,2225,3,2.0
29593787,1995,26,2403,4,2.0
29596559,1996,25,2064,3,2.0
67008285,2004,17,3166,4,3.0
2094125767,2018,3,1645,3,3.0
29577558,1997,24,3355,5,3.0
185216783,2008,13,2225,3,2.0
29548058,1986,35,1715,3,3.0
2091043555,2017,4,2766,3,3.0
60336054,2002,19,2347,3,3.0
29577552,1996,25,2478,4,3.0
58267783,2001,20,1356,3,2.0
29548050,1990,31,3354,4,4.0
88016281,2005,16,2978,4,4.0
185184042,1987,34,1916,4,3.0
29548041,1986,35,2458,4,3.0
67008279,2004,17,3845,5,4.0
250825030,2018,3,5210,5,5.0
70993776,2006,15,3408,4,4.0
29577527,1987,34,1980,4,2.0
80125521,2006,15,3805,6,4.0
80114267,2006,15,2944,4,3.0
80126519,2006,15,3621,5,4.0
88016265,2004,17,4182,4,4.0
60335765,2003,18,2960,3,3.0
29548017,1986,35,1442,3,2.0
88019764,2003,18,4093,6,4.0
60336016,2002,19,1872,4,2.0
70985014,2005,16,3520,5,4.0
80126261,2006,15,1860,3,2.0
60335751,2002,19,3232,5,4.0
29577510,1993,28,2487,3,2.5
80125248,2007,14,2985,4,4.0
60336008,2002,19,2135,4,3.0
58267742,2001,20,1690,3,3.0
2090590506,2018,3,3225,4,3.0
29577501,1993,28,2963,4,3.0
60335741,2002,19,2250,3,2.0
29596500,1998,23,2490,4,3.0
89652240,2008,13,3717,4,4.0
80123735,2006,15,4212,4,4.0
88028233,2007,14,3096,5,4.0
80113732,2006,15,2948,5,4.0
60335727,2002,19,2035,3,3.0
52830727,2000,21,3406,5,4.0
60335723,2002,19,2190,3,3.0
52830722,2000,21,2961,4,3.0
29613721,2000,21,2809,4,3.0
60335720,2002,19,2308,4,3.0
29613717,1999,22,2593,4,3.0
88013699,2005,16,2090,3,2.0
111972198,2012,9,2490,3,3.0
60335698,2002,19,2058,3,3.0
52830697,2000,21,3636,4,3.0
60335695,2002,19,4808,5,4.0
58267688,2001,20,2258,4,3.0
60335685,2002,19,4281,5,4.0
88017684,2004,17,3670,4,4.0
52830684,2000,21,3151,5,4.0
60335680,2001,20,4195,5,4.0
67004996,2003,18,3271,3,4.0
124152163,2016,5,2531,4,4.0
70985157,2005,16,2548,3,2.0
111972153,2012,9,2488,5,3.0
52830646,1999,22,2949,4,3.0
29593805,1996,25,2988,5,3.0
70985136,2005,16,3433,5,4.0
52830635,2000,21,3890,5,3.0
88023634,2007,14,3307,4,4.0
70985134,2005,16,3871,5,4.0
52830628,2001,20,3033,4,3.0
185218123,2001,20,1624,4,2.0
80109118,2006,15,2584,4,3.0
70985118,2005,16,2304,3,2.0
70985115,2005,16,3350,5,3.0
70985113,2006,15,2903,4,4.0
80111607,2006,15,2235,3,3.0
111967591,2015,6,2654,3,3.0
89662588,2008,13,4316,5,5.0
88015582,2007,14,3020,4,3.0
67004076,2003,18,4116,6,4.0
111970072,2013,8,2637,4,3.0
70977569,2005,16,4870,5,4.0
111970068,2013,8,2016,3,2.0
111968068,2014,7,2490,4,3.0
70977568,2005,16,4172,5,4.0
70977566,2005,16,3403,4,4.0
111967058,2012,9,2474,3,3.0
67011558,2004,17,3450,4,3.0
70985554,2005,16,1920,3,2.0
88019544,2004,17,3225,4,4.0
67004044,2003,18,3555,5,4.0
70985539,2005,16,1904,3,2.0
88014537,2004,17,2281,3,2.0
88028532,2003,18,1844,3,2.0
80124030,2006,15,3279,5,4.0
70985529,2005,16,1939,4,2.0
67004027,2003,18,3735,5,3.5
80124525,2007,14,4828,5,5.0
70985518,2005,16,2012,4,2.0
70985511,2005,16,3376,5,4.0
67004007,2003,18,2160,3,2.0
70985503,2005,16,4005,6,4.0
67005002,2003,18,4200,4,4.0
60336000,2002,19,3600,5,4.0
29547857,1999,22,1846,3,2.0
121721846,2014,7,2157,4,3.0
96633841,2012,9,1878,3,2.0
96632834,2013,8,3954,4,4.0
185213816,1993,28,2538,4,3.0
29616300,2000,21,2954,4,3.0
29616293,2000,21,3354,5,3.0
96644292,2012,9,2674,4,4.0
29616196,2000,21,3043,4,2.5
250825272,2018,3,3146,4,3.0
29596740,1999,22,3302,4,3.0
29596727,1997,24,1830,3,2.0
29616220,2001,20,3374,4,3.0
29596718,1999,22,3635,5,3.0
89652711,2012,9,3744,4,4.0
121724709,2014,7,2545,4,4.0
121720206,2016,5,2674,4,3.0
29616205,2000,21,2916,5,4.0
29616201,2001,20,2773,4,4.0
96633691,2013,8,3779,4,4.0
29616174,2001,20,2588,4,3.0
29596674,2000,21,2584,4,3.0
29596658,2000,21,2853,4,3.0
89662156,2010,11,1886,3,2.0
29596656,1998,23,1949,3,3.0
29596652,1997,24,2609,4,3.0
121719648,2016,5,2584,4,4.0
29596646,1999,22,2484,4,3.0
29596627,1996,25,3286,5,3.0
29587126,1994,27,2746,4,3.0
29575609,1986,35,2911,4,3.5
121724604,2015,6,2157,3,3.0
29575593,1986,35,1739,3,2.0
29561590,1978,43,2422,4,3.0
29575582,1985,36,1528,4,2.0
121720079,2016,5,1416,2,2.0
121722076,2015,6,1586,2,2.0
121721574,2017,4,1416,2,2.0
96633071,2013,8,4574,5,5.0
29587068,1989,32,2548,4,4.0
29587064,1993,28,2638,4,3.0
121721061,2016,5,2697,4,3.0
29587051,1994,27,3368,4,3.0
29587049,1994,27,2985,4,3.0
121721045,2015,6,2652,4,4.0
29587039,1988,33,2951,4,3.0
29587034,1998,23,2408,3,3.0
185214031,1998,23,3234,4,3.0
29572480,1985,36,2120,4,3.0
29554979,1977,44,1859,3,3.0
29578472,1995,26,2186,3,3.0
29589469,1991,30,2116,4,2.0
29547466,1990,31,1725,3,3.0
29588464,1989,32,2028,4,2.0
29582462,1993,28,1810,4,3.0
29588450,1990,31,2293,4,3.0
29547450,1991,30,1769,4,3.0
29453980,1994,27,2435,4,3.0
29447980,1999,22,2065,4,3.0
29582440,1991,30,2492,3,3.0
29447975,1999,22,2253,4,3.0
29447473,1985,36,1097,2,2.0
29447966,1990,31,2444,4,2.5
29614436,1999,22,1597,3,3.0
29454462,1998,23,2035,3,3.0
29554935,1977,44,2381,4,2.0
29451462,1985,36,1419,3,2.0
29588434,1989,32,3933,4,5.0
58265933,2002,19,3648,5,4.0
29451461,1985,36,1511,3,2.0
29447960,1985,36,2056,3,3.0
29453959,1996,25,2192,3,2.0
29614429,1999,22,1974,3,3.0
29572429,1985,36,1649,3,2.0
29444986,1978,43,1822,4,2.0
29444985,1978,43,1835,3,2.0
29442484,1983,38,1850,4,3.0
58306481,1978,43,1415,3,2.0
58306480,1978,43,1612,3,3.0
29444478,1998,23,2023,4,3.0
58306475,1978,43,1483,4,2.0
29444973,1998,23,1937,3,2.0
29444470,1997,24,2075,3,3.0
29444989,1977,44,2239,4,2.0
29444954,1985,36,2190,4,3.0
70339556,2006,15,2932,4,4.0
58306444,1980,41,1473,3,2.0
58306495,1980,41,1504,3,2.0
58306443,1980,41,1432,3,2.0
58306442,1980,41,1380,3,2.0
29444568,1997,24,1678,3,2.0
29444922,1977,44,2016,4,2.0
58306419,1981,40,1401,3,2.0
29444917,1980,41,1588,4,2.0
29444417,1998,23,1678,3,2.0
29369806,1980,41,2210,4,3.0
58306397,1981,40,1388,3,2.0
29369803,1980,41,2052,4,3.0
29366800,2000,21,3312,5,4.0
241932381,2016,5,1749,3,2.0
29370298,1995,26,3752,4,4.0
29550795,1978,43,1654,3,2.0
241932374,2017,4,2757,4,3.0
29366790,2000,21,3847,4,4.0
29444373,1984,37,1852,3,2.0
29366286,1991,30,2302,3,3.0
241932372,2016,5,2737,4,3.0
29366285,1990,31,3357,4,3.0
58306370,1979,42,2152,4,3.0
29366784,1999,22,2963,3,3.0
29444370,1984,37,2388,3,3.0
29444869,1982,39,1474,3,2.0
29366279,1991,30,1856,3,3.0
29442368,1982,39,1748,3,3.0
29442366,1982,39,1600,3,2.0
29369778,1978,43,2229,4,3.0
29369278,1982,39,1221,2,2.0
58305364,1979,42,1459,3,2.0
29371777,1975,46,1600,4,2.0
29444361,1983,38,1573,3,2.0
29369774,1977,44,2382,4,3.0
29442361,1982,39,2277,5,3.0
29367772,1992,29,2595,4,4.0
58307358,1982,39,1610,3,2.0
29444358,1983,38,1408,3,2.0
29366270,1988,33,2509,3,3.0
29366768,1994,27,2875,4,3.0
29442356,1982,39,1850,4,3.0
29439856,1983,38,1040,2,2.0
29366268,1991,30,2050,3,3.0
29444355,1983,38,1692,4,2.0
29371767,1975,46,2143,4,2.0
29369767,1978,43,1369,3,2.0
29444854,1982,39,1657,3,2.0
29371765,1975,46,2170,4,3.0
29439854,1983,38,1081,3,2.0
29369764,1978,43,1606,3,2.0
29368264,1979,42,2139,3,3.0
29442850,1977,44,1404,3,2.0
29370263,1996,25,2705,4,2.5
58305348,1979,42,1562,3,3.0
58305346,1979,42,1729,4,2.0
29369762,1978,43,1629,4,2.0
29367762,1984,37,2151,3,3.0
29444341,1984,37,2021,4,3.0
29365262,1986,35,1879,3,2.0
29446340,1996,25,2522,4,3.0
29371759,1975,46,2245,3,2.0
58307339,1982,39,1657,3,2.0
29371758,1975,46,1606,3,2.0
58305338,1979,42,1493,3,2.0
29444338,1984,37,2388,4,3.0
29371746,1981,40,1783,3,2.0
29369246,1974,47,1427,3,2.0
29370243,1998,23,2919,4,4.0
58305336,1979,42,1371,3,2.0
58305335,1979,42,1475,3,2.0
58306332,2006,15,4712,8,4.0
29444829,1981,40,1962,3,2.0
29367739,1983,38,2680,4,3.0
29444327,1984,37,2110,4,3.0
29366234,1990,31,2396,4,3.0
29440827,1983,38,920,2,2.0
29439823,1984,37,1777,4,4.0
29371730,1975,46,1892,4,2.0
58306513,1978,43,1428,3,2.0
58307320,1975,46,1916,3,2.0
29369727,1978,43,1346,3,2.0
58305320,1979,42,1914,3,3.0
29444319,1984,37,2217,3,3.0
29372226,1991,30,3294,4,3.0
29444816,1975,46,2051,3,2.0
29371726,1975,46,1619,3,2.0
29444815,1977,44,1681,3,2.0
29444313,1984,37,2277,3,3.0
58306304,1979,42,1678,3,2.0
29366724,1993,28,2737,4,3.0
58306302,1979,42,1506,3,2.0
29444296,1983,38,1755,3,2.0
58306293,1981,40,1627,4,2.0
29367718,1983,38,2525,4,3.0
29446293,1981,40,1924,3,2.0
29365215,1983,38,2363,4,3.0
29442793,1991,30,1948,3,3.0
29369712,1978,43,1434,3,2.0
29368210,1993,28,3146,4,3.0
58305292,1979,42,1632,4,2.0
29369707,1978,43,1702,3,2.0
29439792,1983,38,1111,3,2.0
29368205,1993,28,3302,4,3.0
29446290,1981,40,1677,3,2.0
29370204,1975,46,1822,4,2.0
29371702,1975,46,1956,4,2.0
29444290,1983,38,1715,3,2.0
58307287,1982,39,1585,3,2.0
241930199,2018,3,3855,5,4.0
29446287,1999,22,2523,4,3.0
29369219,1960,61,1746,3,2.0
29366699,1992,29,2418,3,3.0
29444287,1983,38,1546,3,2.0
58305717,1989,32,1424,3,2.0
29370197,1979,42,2169,4,2.0
58307286,1983,38,2550,4,3.0
29444217,1984,37,1400,3,3.0
29369697,1979,42,1314,3,2.0
58305216,1979,42,1716,4,2.0
