zpid,zipcode,latitude,longitude,yearBuilt,latestPrice,latest_saleyear,livingAreaSqFt,numOfBathrooms,numOfBedrooms,homeAge_years
29326977,78746,30.26846694946289,-97.81047821044922,1978,770000,2020,2149,2.0,4,43
29326039,78746,30.260555267333984,-97.80509948730467,1981,764900,2018,2188,3.0,4,40
29474035,78735,30.24699592590332,-97.82770538330078,1978,480000,2019,1778,2.0,3,43
29323035,78704,30.252351760864247,-97.79444885253906,1975,969900,2020,2004,2.0,3,46
29327033,78746,30.26994323730469,-97.80902099609376,1980,650000,2019,1750,2.0,4,41
29474030,78735,30.24667739868164,-97.83018493652344,1975,524500,2018,1768,2.0,3,46
29327030,78746,30.26993179321289,-97.8097915649414,1980,455000,2019,2877,2.0,4,41
29323030,78704,30.25116729736328,-97.7949676513672,1975,650000,2019,1925,2.0,3,46
29327020,78746,30.270177841186523,-97.8075714111328,1979,675000,2019,1773,2.0,3,42
58312519,78735,30.23745346069336,-97.80548095703124,1980,599500,2018,1152,2.0,3,41
29472517,78704,30.25050926208496,-97.78868865966795,1977,697000,2019,1954,2.0,3,44
29323016,78704,30.25100326538086,-97.79390716552734,1975,789000,2018,1946,3.0,3,46
29474015,78735,30.24813842773437,-97.83234405517578,1982,498000,2019,2475,3.0,4,39
29327014,78746,30.26894378662109,-97.80791473388672,2019,2100000,2019,3500,5.0,4,2
29328512,78746,30.2738094329834,-97.82291412353516,1998,1750000,2020,4604,5.0,5,23
29472508,78704,30.24988174438477,-97.79155731201172,1977,695000,2018,1881,2.0,4,44
29475507,78735,30.243030548095703,-97.8274154663086,1973,500000,2020,1899,2.0,4,48
29327007,78746,30.26747894287109,-97.8083953857422,1979,735000,2020,1848,3.0,3,42
29323502,78735,30.25259208679199,-97.84546661376952,2016,975000,2018,4041,5.0,6,5
29323001,78704,30.253803253173828,-97.79125213623048,1973,599000,2020,2001,2.0,3,48
63838497,78745,30.19586944580078,-97.8126449584961,1978,550000,2020,2232,3.0,4,43
29487495,78749,30.214933395385746,-97.8887176513672,1999,499900,2020,2545,3.0,3,22
29487493,78749,30.21500015258789,-97.88922882080078,1998,264983,2019,2210,3.0,3,23
70334994,78739,30.1961669921875,-97.8978271484375,2006,349900,2020,2763,3.0,4,15
29507996,78739,30.183439254760746,-97.89195251464844,1994,541000,2018,3154,3.0,3,27
29479490,78736,30.23416519165039,-97.89586639404295,1993,424900,2018,2402,3.0,4,28
29479485,78736,30.23459053039551,-97.89730834960938,1994,455500,2020,2341,3.0,3,27
29501990,78739,30.19472312927246,-97.88397979736328,1997,435000,2020,1986,2.0,3,24
145655980,78737,30.23136138916016,-97.90408325195312,2015,587000,2020,3029,3.0,4,6
29504988,78739,30.19181823730469,-97.89327239990234,1988,435000,2020,2582,3.0,4,33
29484468,78749,30.2200927734375,-97.87702941894533,1995,219900,2019,1501,2.0,3,26
29491975,78749,30.21240043640137,-97.88525390625,1995,515000,2020,2451,3.0,4,26
29504983,78739,30.19143486022949,-97.89266967773438,1988,475000,2019,2932,4.0,5,33
29491970,78749,30.21320724487305,-97.88493347167967,1995,399000,2018,2369,3.0,3,26
29481467,78749,30.22652816772461,-97.87136840820312,1996,440000,2020,2176,2.0,3,25
64829480,78739,30.187854766845703,-97.90245819091795,2003,672500,2020,3675,4.0,4,18
29501977,78739,30.19544219970703,-97.88591003417967,1999,425000,2020,2060,2.0,3,22
70330975,78739,30.1960506439209,-97.89144134521484,2006,409900,2020,2880,3.0,4,15
29484466,78749,30.220348358154297,-97.87686157226562,1995,385000,2019,1804,2.0,3,26
29504971,78739,30.19059753417969,-97.89241027832033,1989,385000,2019,2081,3.0,3,32
29486964,78749,30.21876335144043,-97.86959075927734,1993,398500,2018,2635,3.0,3,28
29501971,78739,30.19456481933593,-97.88103485107422,1995,675000,2019,3402,4.0,4,26
29491961,78749,30.20939064025879,-97.88645935058594,1994,359900,2018,1526,2.0,3,27
119631970,78739,30.18215751647949,-97.9076919555664,2013,599000,2020,2848,4.0,4,8
29478962,78749,30.232091903686523,-97.8467788696289,1979,410000,2018,1586,2.0,3,42
29479461,78736,30.23631858825684,-97.89460754394533,1980,339900,2019,1326,2.0,3,41
64909969,78739,30.19017791748047,-97.89786529541016,2004,510000,2019,3169,4.0,4,17
29501963,78739,30.19402313232422,-97.8816909790039,1995,699900,2020,3508,4.0,4,26
29491958,78749,30.20951271057129,-97.88689422607422,1993,395000,2020,1760,3.0,3,28
29491954,78749,30.209482192993164,-97.88550567626952,2000,408500,2018,2345,3.0,4,21
29501962,78739,30.19390869140625,-97.88191223144533,1995,439900,2019,3507,4.0,4,26
29477448,78736,30.23720550537109,-97.88602447509766,1972,375000,2020,1880,3.0,4,49
70334960,78739,30.19574737548828,-97.89996337890624,2006,524999,2018,2807,3.0,3,15
29488918,78749,30.21474647521973,-97.84400939941406,1999,299900,2018,1522,2.0,3,22
29486200,78749,30.20957946777344,-97.83625030517578,1980,399900,2020,1501,2.0,3,41
29480691,78749,30.22576332092285,-97.83869934082033,1982,399900,2018,1640,2.0,3,39
29480689,78749,30.22541618347168,-97.83882904052734,1982,434900,2018,2038,3.0,4,39
58315186,78745,30.21164512634277,-97.82637786865234,1981,299900,2020,1279,2.0,2,40
58314683,78745,30.21329116821289,-97.81637573242188,1978,350000,2018,1560,2.0,3,43
29486180,78749,30.20921325683593,-97.8410415649414,1984,164999,2019,1373,2.0,3,37
29486179,78749,30.20909881591797,-97.8408432006836,1982,279000,2019,1178,2.0,3,39
29480677,78749,30.22606468200684,-97.83911895751952,1982,394900,2018,2077,2.0,3,39
29480672,78749,30.22599983215332,-97.8402862548828,1982,550000,2020,2549,3.0,4,39
29486165,78749,30.211706161499023,-97.84019470214844,1982,260000,2018,1311,2.0,3,39
58315162,78745,30.21244812011719,-97.82333374023438,1981,274900,2020,1754,3.0,3,40
58315155,78745,30.2115535736084,-97.82356262207033,1981,450000,2020,1557,3.0,3,40
58315153,78745,30.21154594421387,-97.82299041748048,1981,345000,2018,1884,2.0,3,40
29486153,78749,30.211685180664062,-97.83952331542967,1980,330000,2019,1407,2.0,3,41
58315150,78745,30.2109317779541,-97.82337188720705,1981,399000,2019,1666,2.0,3,40
29486150,78749,30.21230316162109,-97.8396224975586,1981,275000,2020,1268,2.0,3,40
58315141,78745,30.212804794311523,-97.82414245605467,1980,335000,2020,1354,2.0,3,41
2145702640,78745,30.20924186706543,-97.81745910644533,2008,238000,2020,1064,2.0,2,13
29480636,78749,30.227867126464844,-97.84156799316406,1981,415000,2019,1856,3.0,4,40
29480631,78749,30.226890563964844,-97.84193420410156,1981,449900,2020,2115,2.0,3,40
29480629,78749,30.22748565673828,-97.84043884277344,1982,354000,2018,2052,3.0,4,39
58315128,78745,30.212202072143555,-97.82487487792967,1981,359000,2020,1497,2.0,3,40
58315117,78745,30.21299171447754,-97.82654571533205,1981,427000,2020,1666,2.0,3,40
58315116,78745,30.21290779113769,-97.8263702392578,1980,389900,2018,1734,3.0,3,41
58314613,78745,30.213701248168945,-97.81646728515624,1978,340000,2018,1435,2.0,3,43
29480606,78749,30.2257022857666,-97.83674621582033,1982,447500,2020,1857,2.0,3,39
29480603,78749,30.225385665893555,-97.83621978759766,1982,209500,2020,1974,3.0,4,39
29480600,78749,30.22488594055176,-97.83586883544922,1982,395000,2019,2178,3.0,4,39
58314598,78745,30.21401596069336,-97.816650390625,1978,354000,2019,1579,2.0,3,43
29480595,78749,30.22690010070801,-97.84100341796876,1982,385000,2020,1919,2.0,3,39
29485483,78749,30.212873458862305,-97.83719635009766,1980,449000,2018,2003,2.0,4,41
2145150551,78745,30.20902442932129,-97.81786346435548,2008,250000,2020,1051,2.0,2,13
29490479,78749,30.20914077758789,-97.84567260742188,1984,329000,2019,1769,3.0,3,37
29481048,78749,30.228628158569336,-97.8423843383789,1981,449900,2018,1724,2.0,3,40
29481042,78749,30.22719573974609,-97.8430404663086,1981,415000,2018,1750,2.0,3,40
29481030,78749,30.229022979736328,-97.84242248535156,1981,399000,2018,2055,2.0,3,40
29485516,78749,30.21677398681641,-97.83541870117188,1983,599000,2020,1898,2.0,3,38
29485510,78749,30.21271896362305,-97.8368682861328,1984,349900,2019,1687,2.0,3,37
58314509,78745,30.21448135375977,-97.81705474853516,1978,389999,2019,1568,2.0,3,43
29490802,78749,30.20488929748535,-97.8433609008789,1979,345900,2019,1515,2.0,3,42
29495392,78745,30.20207023620605,-97.83154296875,1981,349000,2020,1200,2.0,3,40
29490794,78749,30.204519271850582,-97.8418197631836,1979,328000,2019,1508,2.0,3,42
124837792,78745,30.19757843017578,-97.8326187133789,2013,560000,2020,2180,3.0,4,8
124719964,78745,30.197444915771484,-97.8314437866211,2013,569000,2020,1888,3.0,3,8
58312950,78745,30.222694396972656,-97.78691864013672,1959,275000,2020,915,1.0,3,62
29498458,78745,30.19638442993164,-97.82244873046876,1983,399000,2019,1424,3.0,3,38
29490783,78749,30.20486640930176,-97.8417739868164,1978,339900,2019,1572,2.0,3,43
2078450497,78745,30.22404289245605,-97.78679656982422,2020,545000,2020,1167,3.0,2,1
29497958,78745,30.19635963439941,-97.81649780273438,1979,325000,2018,1876,3.0,4,42
29490776,78749,30.205400466918945,-97.84312438964844,1995,185000,2020,1618,2.0,3,26
29495453,78745,30.20077133178711,-97.83001708984376,1982,279900,2019,1223,2.0,3,39
29479947,78745,30.222583770751964,-97.791259765625,1957,325000,2019,1706,2.0,4,64
29494998,78745,30.20175170898437,-97.81829071044922,1977,399900,2020,1598,2.0,4,44
2084104446,78745,30.21378517150879,-97.80709075927734,2008,389000,2019,1781,2.0,3,13
29486263,78749,30.2086124420166,-97.83773040771484,1980,289900,2018,1436,2.0,3,41
58314945,78745,30.211933135986328,-97.81543731689452,1977,390000,2020,1250,2.0,3,44
29490759,78749,30.20523834228516,-97.83834838867188,1976,365000,2019,1816,2.0,4,45
29495443,78745,30.20142936706543,-97.83138275146484,1982,275000,2018,910,1.0,2,39
29498758,78745,30.20098304748535,-97.83734893798828,1975,284900,2020,943,1.0,3,46
29485943,78745,30.21220588684082,-97.80960083007812,1972,375000,2020,1298,2.0,3,49
29495441,78745,30.2014102935791,-97.83110809326172,1982,309900,2020,1073,1.0,2,39
29482942,78745,30.21628761291504,-97.78742980957033,1972,315000,2019,944,1.0,3,49
29495425,78745,30.200706481933604,-97.83055877685548,1981,395000,2020,1669,3.0,3,40
29486258,78749,30.20898056030273,-97.83811950683594,1980,320000,2019,1380,2.0,3,41
58312939,78745,30.22090148925781,-97.78754425048828,1959,425000,2020,912,1.0,3,62
29495422,78745,30.201135635375977,-97.83029174804688,1981,299000,2018,1557,3.0,3,40
29485938,78745,30.21247863769531,-97.80951690673828,1972,455000,2019,1450,2.0,3,49
29504414,78748,30.189552307128903,-97.84298706054688,1994,245900,2020,2373,3.0,4,27
29498421,78745,30.19839096069336,-97.82220458984376,1983,429000,2019,2176,3.0,4,38
29490752,78749,30.20520210266113,-97.8389129638672,1976,435000,2020,1322,2.0,3,45
29485934,78745,30.212818145751964,-97.81021881103516,1971,380000,2020,1277,2.0,3,50
29504413,78748,30.189796447753903,-97.8429946899414,1994,215000,2018,1852,2.0,3,27
29495421,78745,30.201276779174805,-97.83020782470705,1981,375000,2020,1779,3.0,3,40
29498751,78745,30.20041847229004,-97.83617401123048,1975,280000,2019,1019,1.0,3,46
58312497,78735,30.23697853088379,-97.80721282958984,1969,539900,2020,1642,2.0,4,52
29490749,78749,30.20569229125977,-97.83865356445312,1976,394999,2020,1242,2.0,3,45
29486243,78749,30.207128524780284,-97.83688354492188,1978,400000,2018,1494,2.0,3,43
125089932,78745,30.209333419799805,-97.79329681396484,2016,425000,2020,1568,3.0,3,5
29498485,78745,30.19803047180176,-97.82485961914062,1994,385000,2019,1801,3.0,3,27
29504409,78748,30.1903076171875,-97.84251403808594,1993,425000,2020,2578,3.0,4,28
29498418,78745,30.19882392883301,-97.8223648071289,1983,375000,2019,2034,2.0,3,38
29482932,78745,30.2172794342041,-97.79105377197266,1962,369000,2020,1387,2.0,2,59
29486238,78749,30.208650588989247,-97.83868408203124,1981,310000,2019,1505,2.0,3,40
29507408,78748,30.185285568237305,-97.83621978759766,1996,324900,2018,1547,2.0,3,25
29498735,78745,30.19910430908203,-97.83590698242188,1980,355000,2020,1510,2.0,3,41
29495387,78745,30.20310974121093,-97.82907104492188,1980,385000,2019,1491,2.0,3,41
29479932,78745,30.224384307861328,-97.79151153564452,1958,325000,2019,1083,1.0,3,63
29506896,78748,30.18103408813477,-97.83158111572266,1983,450000,2020,1726,2.0,4,38
29498386,78745,30.19728279113769,-97.82389068603516,1983,189000,2018,1477,2.0,3,38
29507394,78748,30.18373680114746,-97.83692169189452,1998,334900,2019,1739,3.0,3,23
29485931,78745,30.21306037902832,-97.81072235107422,1971,305000,2020,1221,2.0,3,50
29495384,78745,30.203086853027344,-97.82845306396484,1981,459900,2020,1451,2.0,3,40
29507390,78748,30.18406677246093,-97.83647918701172,1996,345000,2019,2073,3.0,4,25
29490224,78745,30.207149505615234,-97.83382415771484,1979,429999,2019,1784,2.0,3,42
58312928,78745,30.22092247009277,-97.78925323486328,1960,418900,2020,1120,2.0,3,61
29504388,78748,30.18950653076172,-97.84052276611328,1995,376500,2018,2068,2.0,4,26
29504381,78748,30.18892478942871,-97.83932495117188,1995,367000,2018,2237,3.0,4,26
29495376,78745,30.20264434814453,-97.82861328125,1981,359500,2020,1297,2.0,4,40
58312926,78745,30.220815658569336,-97.78963470458984,1960,340000,2019,1331,2.0,3,61
29498713,78745,30.20022964477539,-97.83768463134766,1975,300000,2020,900,1.0,3,46
29504378,78748,30.188650131225582,-97.83863067626952,1995,495000,2020,2634,3.0,4,26
29494213,78749,30.20017242431641,-97.8405532836914,1983,350000,2020,1510,2.0,3,38
29479926,78745,30.22120857238769,-97.7915496826172,1960,439000,2019,1170,1.0,3,61
89547983,78745,30.19414329528809,-97.8288345336914,2013,400000,2019,2096,4.0,3,8
29504370,78748,30.188087463378903,-97.83943176269533,1995,235000,2020,2489,3.0,4,26
29498981,78745,30.19635963439941,-97.8200225830078,1982,340000,2018,2116,3.0,3,39
29490212,78745,30.20715713500977,-97.83279418945312,1979,449950,2019,1446,2.0,3,42
64551425,78745,30.220502853393555,-97.7930679321289,2004,365000,2019,1763,3.0,3,17
29488869,78745,30.203872680664062,-97.82706451416016,1980,289000,2018,1098,2.0,3,41
70342982,78745,30.189363479614247,-97.82080078125,2005,364999,2020,2166,3.0,3,16
29507369,78748,30.18503379821777,-97.8370132446289,1995,350000,2019,1907,3.0,3,26
29499207,78749,30.20200538635254,-97.84563446044922,1984,290000,2018,1564,2.0,3,37
29481995,78745,30.2207088470459,-97.7902374267578,1960,395900,2020,1190,2.0,3,61
29498362,78745,30.19987678527832,-97.82403564453124,1996,415000,2020,1858,3.0,4,25
29498707,78745,30.198505401611328,-97.83465576171876,1978,399900,2020,1286,2.0,3,43
29504360,78748,30.187543869018555,-97.84004974365234,1994,319900,2019,2104,2.0,3,27
29482925,78745,30.21641540527344,-97.7902374267578,1981,275000,2018,1344,2.0,3,40
70342978,78745,30.189531326293945,-97.82135009765624,2006,219900,2018,2358,3.0,4,15
29498361,78745,30.19976043701172,-97.82379150390624,1996,375000,2018,1654,3.0,3,25
29499201,78749,30.20241737365723,-97.8464813232422,1984,290000,2019,1581,2.0,3,37
29507356,78748,30.18512344360352,-97.83789825439452,1998,329900,2020,1350,2.0,3,23
29485924,78745,30.213001251220703,-97.8095703125,1971,329000,2020,1243,2.0,3,50
144390472,78745,30.189382553100582,-97.81938934326172,2004,335000,2018,1714,3.0,3,17
29488860,78745,30.20450592041016,-97.82853698730467,1980,357900,2020,1228,2.0,3,41
29495701,78749,30.205610275268555,-97.84455108642578,1986,300000,2019,1510,3.0,3,35
70342969,78745,30.189104080200195,-97.82090759277344,2006,424000,2020,2163,3.0,4,15
58314437,78745,30.20922660827637,-97.79103088378906,1962,379000,2018,1428,2.0,3,59
29488847,78745,30.20469856262207,-97.82779693603516,1980,366000,2018,1200,2.0,3,41
29507353,78748,30.18473625183105,-97.83811950683594,1998,178500,2020,1739,3.0,3,23
29498699,78745,30.19886016845703,-97.83436584472656,1981,289900,2018,1031,2.0,3,40
29479923,78745,30.221683502197266,-97.79177856445312,1961,340000,2018,940,1.0,3,60
70342965,78745,30.18902587890625,-97.82038879394533,2005,325000,2019,1714,3.0,3,16
29504342,78748,30.18796157836914,-97.83740234375,1998,339000,2019,1436,3.0,3,23
29495343,78745,30.202999114990234,-97.82953643798828,1980,429000,2020,1274,2.0,3,41
29499198,78749,30.20178985595703,-97.84600067138672,1986,350000,2020,1634,2.0,3,35
29481984,78745,30.22044944763184,-97.7912826538086,1961,330000,2018,1565,2.0,4,60
70342962,78745,30.19000244140625,-97.82123565673828,2005,369000,2018,2419,3.0,4,16
29504335,78748,30.18735694885254,-97.83650970458984,1998,310000,2019,1482,3.0,3,23
29494197,78749,30.20030975341797,-97.84097290039062,1982,274900,2018,1620,3.0,3,39
29488838,78745,30.20469284057617,-97.82698059082033,1980,319900,2020,1278,2.0,3,41
29479935,78745,30.22460556030273,-97.79106903076172,1958,228900,2020,1252,1.0,3,63
29507334,78748,30.18393898010254,-97.83892822265624,1998,325000,2019,1957,3.0,4,23
70342956,78745,30.189727783203125,-97.82036590576172,2005,330000,2019,1720,3.0,3,16
29494192,78749,30.20144081115723,-97.84449768066406,1983,298000,2018,1462,2.0,3,38
29488833,78745,30.205066680908203,-97.82777404785156,1980,430000,2020,1308,2.0,4,41
29485416,78745,30.21176528930664,-97.81194305419922,1973,425000,2020,1276,2.0,3,48
70342954,78745,30.190898895263672,-97.82039642333984,2005,229000,2019,2101,3.0,3,16
29490192,78745,30.206396102905284,-97.8323745727539,1979,295000,2019,1503,2.0,3,42
58313915,78745,30.2188720703125,-97.8006591796875,1969,455000,2018,1475,2.0,3,52
29506450,78748,30.18535232543945,-97.8200912475586,1994,365000,2019,2219,2.0,4,27
29498325,78745,30.19832801818848,-97.82569885253906,1994,289900,2018,1115,2.0,3,27
29485411,78745,30.21288681030273,-97.81197357177734,1972,355000,2019,1402,2.0,3,49
29490191,78745,30.206478118896484,-97.83253479003906,2020,429000,2020,1326,2.0,3,1
29507328,78748,30.18461990356445,-97.83890533447266,1998,299000,2019,1294,2.0,3,23
29488816,78745,30.205629348754886,-97.82880401611328,1980,340000,2020,1543,3.0,4,41
29486188,78749,30.208253860473643,-97.8357925415039,1980,275000,2019,1358,2.0,3,41
29503950,78748,30.187641143798828,-97.82793426513672,1983,299000,2019,1355,2.0,3,38
29504328,78748,30.189340591430664,-97.84164428710938,1993,359000,2018,2578,3.0,4,28
29498303,78745,30.197154998779297,-97.82722473144533,1996,298000,2019,1546,2.0,3,25
29490679,78749,30.205915451049805,-97.84051513671876,1978,429900,2020,1339,2.0,3,43
29503945,78748,30.18589782714844,-97.82440185546876,1972,174900,2018,1634,2.0,3,49
29504327,78748,30.18919563293457,-97.84172821044922,1993,425000,2020,2170,2.0,4,28
120895408,78745,30.2146053314209,-97.8081512451172,2012,349000,2018,1362,2.0,3,9
29503943,78748,30.185630798339844,-97.82479095458984,1974,599000,2020,2214,3.0,4,47
29507323,78748,30.18572235107422,-97.839111328125,1998,340000,2018,1809,3.0,4,23
58314408,78745,30.214445114135746,-97.79164123535156,1972,240000,2019,1582,2.0,4,49
29488786,78745,30.20300102233887,-97.8184051513672,1976,239900,2019,1457,2.0,3,45
29504319,78748,30.18783187866211,-97.84170532226562,1994,290000,2019,1974,3.0,3,27
58313908,78745,30.21969413757324,-97.80032348632812,1968,480000,2020,1675,2.0,4,53
29493785,78745,30.203325271606445,-97.8167953491211,1975,399000,2020,1822,2.0,4,46
29495672,78749,30.20620536804199,-97.84522247314452,1985,310000,2019,1672,2.0,3,36
29501441,78745,30.19117927551269,-97.82978057861328,1988,347000,2020,1694,3.0,3,33
29504318,78748,30.18766021728516,-97.84156799316406,1993,395000,2020,2179,2.0,4,28
29495277,78745,30.19957733154297,-97.82718658447266,1984,375000,2020,1579,2.0,3,37
29490672,78749,30.20692253112793,-97.83985900878906,1978,464000,2020,1450,2.0,3,43
29506939,78748,30.18562889099121,-97.83122253417967,1982,279950,2019,1333,2.0,3,39
29504309,78748,30.1877498626709,-97.84097290039062,1994,199000,2020,2178,2.0,4,27
29485906,78745,30.21343994140625,-97.808837890625,1972,349000,2020,1222,2.0,4,49
29488777,78745,30.20426750183105,-97.8194351196289,1975,309000,2018,1760,2.0,4,46
29486172,78749,30.20852851867676,-97.83967590332033,1982,325000,2019,1362,2.0,3,39
145656937,78748,30.18154525756836,-97.81851959228516,2015,398880,2020,1865,3.0,3,6
29504307,78748,30.188066482543945,-97.84124755859376,1994,399000,2019,2032,2.0,4,27
124721168,78745,30.19729042053223,-97.83164978027344,2012,580000,2020,2197,4.0,4,9
29504300,78748,30.18868637084961,-97.84073638916016,1994,399000,2019,2295,2.0,4,27
29506936,78748,30.18529891967773,-97.83082580566406,1982,348000,2020,1255,2.0,3,39
29488769,78745,30.20349502563477,-97.81780242919922,1976,135000,2018,1474,2.0,3,45
29495663,78749,30.20511817932129,-97.84609985351562,1985,188750,2019,1498,3.0,3,36
29485905,78745,30.213306427001964,-97.80866241455078,1972,465000,2020,1716,2.0,4,49
29488756,78745,30.20401954650879,-97.82059478759766,1977,285000,2018,1332,2.0,3,44
29507293,78748,30.1826114654541,-97.83590698242188,1996,375000,2020,1957,3.0,3,25
251034655,78748,30.1979923248291,-97.84376525878906,2018,278502,2020,1559,3.0,3,3
58313401,78745,30.223796844482425,-97.80328369140624,1972,475000,2020,2572,5.0,5,49
29490239,78745,30.20612144470215,-97.83059692382812,1980,289750,2019,1484,2.0,4,41
29504292,78748,30.18915557861328,-97.8408432006836,1994,352500,2020,2073,2.0,4,27
29495654,78749,30.2049560546875,-97.84564971923828,1985,330000,2020,1215,2.0,3,36
89545933,78745,30.194366455078125,-97.8286590576172,2013,338000,2019,1773,3.0,3,8
58312483,78735,30.237049102783203,-97.80626678466795,1972,489900,2020,1516,2.0,2,49
29504290,78748,30.18931198120117,-97.84117889404295,1994,324900,2018,1852,2.0,3,27
29503933,78748,30.18635559082031,-97.82134246826172,1996,405000,2020,2691,3.0,4,25
29494153,78749,30.20214080810547,-97.84183502197266,1983,359900,2020,1715,2.0,3,38
29495238,78745,30.20017242431641,-97.8239517211914,1982,399000,2020,1576,3.0,3,39
29507286,78748,30.18191719055176,-97.83672332763672,1996,342843,2019,2073,3.0,3,25
29495651,78749,30.205326080322266,-97.8453369140625,1985,259900,2019,1149,2.0,3,36
29482900,78745,30.21895980834961,-97.78684997558594,1967,290000,2020,1156,1.0,3,54
29488736,78745,30.20474624633789,-97.81807708740234,1975,387500,2019,1564,2.0,3,46
29494151,78749,30.20217323303223,-97.84228515625,1983,345000,2019,1462,2.0,3,38
29504279,78748,30.1861629486084,-97.8405990600586,1996,400000,2019,1985,2.0,4,25
29495230,78745,30.20085334777832,-97.8252410888672,1983,399000,2020,1824,2.0,3,38
29494150,78749,30.2021598815918,-97.84243774414062,1983,349000,2020,1392,2.0,3,38
29507274,78748,30.18307113647461,-97.837890625,1996,379000,2020,1957,3.0,3,25
70342926,78745,30.190677642822266,-97.82150268554688,2005,289975,2018,1714,3.0,3,16
58312898,78745,30.22512626647949,-97.792236328125,1958,289000,2020,1583,2.0,2,63
29495480,78745,30.199737548828125,-97.83126068115234,1982,336000,2019,1150,2.0,2,39
29490645,78749,30.207578659057614,-97.8410186767578,1981,335240,2020,1392,2.0,3,40
29503921,78748,30.18815612792969,-97.82321166992188,1981,499500,2018,3036,3.0,4,40
29482898,78745,30.21890068054199,-97.7863311767578,1964,515500,2018,1288,2.0,4,57
29494138,78749,30.20099449157715,-97.84219360351562,1982,299000,2018,1908,2.0,4,39
63386419,78745,30.189298629760746,-97.81897735595705,2004,325000,2019,2166,3.0,3,17
145656764,78748,30.190025329589844,-97.83321380615234,2015,272000,2018,1480,3.0,2,6
29490638,78749,30.20656967163086,-97.84165954589844,1982,240000,2018,1089,2.0,3,39
58313397,78745,30.224470138549805,-97.79659271240234,1967,475000,2020,2077,2.0,4,54
29495224,78745,30.19892120361328,-97.82028198242188,1983,265000,2018,1309,2.0,3,38
29490624,78749,30.20627593994141,-97.8413314819336,1978,288500,2018,1384,2.0,3,43
29504251,78748,30.186878204345703,-97.8413543701172,1993,449900,2020,2366,2.0,4,28
29507242,78748,30.185176849365234,-97.83494567871094,1996,360000,2020,1649,2.0,3,25
29498223,78745,30.19797325134277,-97.82449340820312,1986,389500,2019,1734,3.0,4,35
89547415,78745,30.19479179382324,-97.83053588867188,2012,348900,2019,1921,3.0,3,9
29507234,78748,30.185264587402344,-97.83529663085938,1996,345000,2019,1957,2.5,3,25
29485397,78745,30.213382720947266,-97.8113784790039,1971,289990,2019,1304,2.0,3,50
29498217,78745,30.198909759521484,-97.82418823242188,1986,369900,2018,1515,2.0,3,35
145655820,78748,30.18215560913086,-97.81810760498048,2015,389900,2020,1843,3.0,3,6
29494106,78749,30.20170974731445,-97.8407974243164,1981,340000,2018,1858,2.0,3,40
29488717,78745,30.20403289794922,-97.81681060791016,1975,295000,2019,1356,2.0,3,46
29503906,78748,30.187557220458984,-97.82359313964844,1971,399900,2019,2969,3.0,5,50
58316020,78748,30.18294715881348,-97.79402160644533,1979,189900,2018,2010,3.0,4,42
29490604,78749,30.207305908203125,-97.84178161621094,1980,350000,2019,1410,2.0,3,41
145656229,78748,30.190216064453125,-97.83316040039062,2015,349999,2019,2090,3.0,3,6
29493715,78745,30.20201873779297,-97.81766510009766,1973,359900,2019,1558,2.0,3,48
29482891,78745,30.21921348571777,-97.78733825683594,1966,315000,2018,1144,1.0,3,55
29488709,78745,30.20519828796387,-97.81803894042967,1974,375000,2020,1546,2.0,3,47
29504228,78748,30.187713623046875,-97.84265899658205,1995,425000,2020,2216,3.0,4,26
29495597,78749,30.20651435852051,-97.84603881835938,1986,330000,2019,1524,3.0,3,35
29495208,78745,30.20150184631348,-97.82380676269533,1983,299900,2018,1555,3.0,3,38
58313388,78745,30.224050521850582,-97.79679870605467,1965,450000,2018,2123,2.0,3,56
29504226,78748,30.18741607666016,-97.84252166748048,1996,334900,2018,1907,3.0,4,25
29495202,78745,30.20099639892578,-97.82276916503906,1983,299500,2019,1270,2.0,3,38
89547387,78745,30.21490478515625,-97.80682373046876,2008,275000,2020,1781,2.0,4,13
29506904,78748,30.181018829345703,-97.82866668701172,1969,425000,2018,1763,2.0,4,52
58316715,78748,30.18574142456055,-97.83501434326172,1996,389000,2020,1957,3.0,3,25
29490592,78749,30.20884132385254,-97.84319305419922,1984,434900,2020,1604,3.0,3,37
29488690,78745,30.206111907958984,-97.81830596923828,1974,350000,2019,1495,2.0,3,47
64480977,78745,30.22042465209961,-97.79338836669922,2004,329000,2018,1507,2.0,2,17
29504215,78748,30.186479568481445,-97.84099578857422,1996,388000,2020,1985,2.0,4,25
29506898,78748,30.18134689331055,-97.83139038085938,1983,340000,2018,1747,2.0,3,38
29482886,78745,30.21923637390137,-97.78773498535156,1960,379000,2018,1210,2.0,3,61
29495584,78749,30.20664978027344,-97.84551239013672,1984,195000,2019,1698,3.0,3,37
29498189,78745,30.19661521911621,-97.81731414794922,1981,450000,2020,3120,4.0,6,40
29504214,78748,30.18666839599609,-97.84093475341795,1997,325000,2019,1964,3.0,3,24
58312882,78745,30.2261905670166,-97.79373931884766,1957,585000,2020,2652,2.0,4,64
29498181,78745,30.19766616821289,-97.81802368164062,1981,389900,2019,2287,3.0,4,40
29503883,78748,30.186166763305664,-97.82389831542967,1972,425000,2018,1632,2.0,4,49
29504210,78748,30.18618392944336,-97.83468627929688,1997,326900,2019,1649,2.0,3,24
